Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Hermosillo (erno), Sonora
Lat 29.0814 N, Lon 110.9706 W, Alt 154 masl
Time UTC-7h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2024-07-01 00:00:00,7.23,OK,0.03,BDL,null,OS,null,OS,0.08,OK,0.0,BDL,6.71,OK
2024-07-01 01:00:00,7.49,OK,0.0,BDL,null,OS,null,OS,0.07,OK,0.0,BDL,6.13,OK
2024-07-01 02:00:00,6.45,OK,0.01,BDL,null,OS,null,OS,0.08,OK,0.0,BDL,9.35,OK
2024-07-01 03:00:00,6.28,OK,-0.01,BDL,null,OS,null,OS,0.07,OK,0.0,BDL,11.37,OK
2024-07-01 04:00:00,4.78,OK,0.04,BDL,null,OS,null,OS,0.09,OK,0.0,BDL,12.43,OK
2024-07-01 05:00:00,4.06,OK,0.0,BDL,null,OS,null,OS,0.16,OK,0.0,BDL,6.0,OK
2024-07-01 06:00:00,6.49,OK,0.05,BDL,null,OS,null,OS,0.22,OK,0.0,BDL,7.59,OK
2024-07-01 07:00:00,8.87,OK,0.07,BDL,null,OS,null,OS,0.21,OK,0.0,BDL,0.38,BDL
2024-07-01 08:00:00,10.47,OK,0.05,BDL,null,OS,null,OS,0.18,OK,0.0,BDL,2.44,BDL
2024-07-01 09:00:00,16.41,OK,-0.01,BDL,null,OS,null,OS,0.16,OK,0.0,BDL,2.02,BDL
2024-07-01 10:00:00,22.76,OK,0.05,BDL,null,OS,null,OS,0.13,OK,0.0,BDL,12.24,OK
2024-07-01 11:00:00,23.99,OK,0.01,BDL,null,OS,null,OS,0.15,OK,0.0,BDL,13.35,OK
2024-07-01 12:00:00,29.43,OK,0.01,BDL,null,OS,null,OS,0.11,OK,0.0,BDL,21.56,OK
2024-07-01 13:00:00,28.47,OK,-0.02,BDL,null,OS,null,OS,0.11,OK,0.0,BDL,6.9,OK
2024-07-01 14:00:00,27.08,OK,-0.01,BDL,null,OS,null,OS,0.12,OK,0.0,BDL,4.25,OK
2024-07-01 15:00:00,20.05,OK,0.02,BDL,null,OS,null,OS,0.14,OK,0.0,BDL,22.28,OK
2024-07-01 16:00:00,16.3,OK,-0.02,BDL,null,OS,null,OS,0.17,OK,0.0,BDL,16.07,OK
2024-07-01 17:00:00,12.9,OK,0.03,BDL,null,OS,null,OS,0.2,OK,0.0,BDL,7.62,OK
2024-07-01 18:00:00,10.02,OK,0.0,BDL,null,OS,null,OS,0.17,OK,0.0,BDL,13.44,OK
