"id_materia","nombre_materia","clave_alfa","hsm","ebc","id_carrera","cuatrimestre","n_unidades","integradora"
81,"ADMINISTRACION DEL TIEMPO","IATIE",3,"A",21,7,2,"-"
82,"ADMINISTRACION FINANCIERA","IADFI",5,"A",21,8,3,"-"
83,"DERECHO CORPORATIVO","IDCOR",5,"A",21,7,3,"-"
84,"DESARROLLO EMPRESARIAL","IDEEM",4,"A",21,10,3,"-"
85,"DIRECCION DE CAPITAL HUMANO I","IDCHI",6,"A",21,8,5,"-"
86,"DIRECCION DE CAPITAL HUMANO II","IDCII",3,"A",21,10,3,"-"
87,"DIRECCION DE EQUIPOS DE ALTO RENDIMIENTO","IDEAR",2,"A",21,9,2,"-"
88,"ECONOMIA PARA LOS NEGOCIOS","IECPN",5,"A",21,7,3,"-"
89,"ESTADISTICA PARA NEGOCIOS","IEPNE",4,"A",21,7,NULL,"-"
90,"ESTRATEGIAS CORPORATIVAS DE VENTAS","ECVEN",4,"A",21,9,2,"-"
91,"ESTRATEGIAS PARA NUEVOS NEGOCIOS","IENNE",3,"A",21,8,3,"-"
92,"GESTION DE COMPRAS","IGCOM",4,"A",21,7,4,"-"
93,"IDIOMA EXTRANJERO P/ING I","IEXI1",4,"A",21,7,NULL,"-"
94,"IDIOMA EXTRANJERO P/ING II","IEXI2",4,"A",21,8,NULL,"-"
95,"IDIOMA EXTRANJERO P/ING III","IEXI3",4,"A",21,9,NULL,"-"
96,"IDIOMA EXTRANJERO P/ING IV","IEXI4",4,"A",21,10,NULL,"-"
97,"INGENIERIA FINANCIERA","IIFIN",6,"A",21,10,4,"-"
98,"INTEGRADORA I","IIN I",2,"A",21,9,2,"A"
99,"INTEGRADORA II","INTG",2,"A",21,10,2,"A"
100,"NEGOCIACION EMPRESARIAL","INEMP",2,"A",21,10,2,"-"
101,"PLANEACION Y ORGANIZACION DEL TRABAJO","IPOTR",3,"A",21,8,3,"-"
102,"REINGENIERIA ORGANIZACIONAL","IRORG",4,"A",21,10,3,"-"
103,"SISTEMAS DE CONTROL ADMINISTRATIVO","SCADM",5,"A",21,9,2,"-"
104,"TECNICAS PARA LA INNOVACION","TEINN",5,"A",21,9,3,"-"
105,"CREATIVIDAD EMPRESARIAL","CREMP",4,"A",21,8,2,"-"
106,"CRM (CUSTOMER RELATIONSHIP MANAGEMENT)","CUREM",3,"A",21,9,4,"-"
107,"ADMINISTRACION DE ORGANIZACIONES","IADOR",6,"A",19,9,3,"-"
108,"ADMINISTRACION DEL TIEMPO","IATIE",3,"A",19,7,2,"-"
109,"APLICACION DEL FINANCIAMIENTO","IAFIN",6,"A",19,10,4,"-"
110,"DIAGNOSTICO EMPRESARIAL","IDEMP",5,"A",19,7,6,"-"
111,"DIRECCION DE EQUIPOS DE ALTO RENDIMIENTO","IDEAR",2,"A",19,9,2,"-"
112,"DIRECCION DE MERCADOTECNIA","IDMER",5,"A",19,9,4,"-"
113,"DIRECCION ESTRATEGICA","IDEST",6,"A",19,10,5,"-"
114,"DISEÑO Y APLICACION DE LA CONSULTORIA","IDIAC",6,"A",19,8,3,"-"
115,"GESTION DEL FINANCIAMIENTO","IGEFI",6,"A",19,9,3,"-"
116,"IDIOMA EXTRANJERO P/ING I","IEXI1",NULL,"A",19,NULL,NULL,"-"
117,"IDIOMA EXTRANJERO P/ING II","IEXI2",NULL,"A",19,NULL,NULL,"-"
118,"IDIOMA EXTRANJERO P/ING III","IEXI3",NULL,"A",19,NULL,NULL,"-"
119,"IDIOMA EXTRANJERO P/ING IV","IEXI4",NULL,"A",19,NULL,NULL,"-"
120,"INTEGRADORA I","IIN I",2,"A",19,9,2,"A"
121,"INTEGRADORA II","INTG",2,"A",19,10,4,"A"
122,"MARCO LEGAL DE LAS ORGANIZACIONES","IMLOR",6,"A",19,8,4,"-"
123,"MATEMATICAS APLICADAS","IMAPL",5,"A",19,7,4,"-"
124,"NEGOCIACION EMPRESARIAL","INEMP",2,"A",19,10,2,"-"
125,"PLANEACION Y ORGANIZACION DEL TRABAJO","IPOTR",3,"A",19,8,3,"-"
126,"SEMINARIO DE LA INVESTIGACION","ISINV",5,"A",19,7,4,"-"
127,"SISTEMA FINANCIERO NACIONAL","ISFNA",6,"A",19,8,6,"-"
130,"ADMINISTRACION DEL TIEMPO","IATIE",3,"A",23,7,2,"-"
131,"ADMINISTRACION ESTRATEGICA PARA MANTENIMIENTO","IAEM",6,"A",23,9,4,"-"
132,"DIRECCION DE EQUIPOS DE ALTO RENDIMIENTO","IDEAR",2,"A",23,9,2,"-"
133,"ECUACIONES DIFERENCIALES APLICADAS","IEDAP",5,"A",23,8,5,"-"
134,"ENSAYOS DESTRUCTIVOS","IEDES",5,"A",23,8,4,"-"
135,"ENSAYOS NO DESTRUCTIVOS","IEND",6,"A",23,10,8,"-"
136,"ESTADISTICA INDUSTRIAL","IEIND",4,"A",23,7,5,"-"
137,"IDIOMA EXTRANJERO P/ING I","IEXI1",NULL,"A",23,NULL,NULL,"-"
138,"IDIOMA EXTRANJERO P/ING II","IEXI2",NULL,"A",23,NULL,NULL,"-"
139,"IDIOMA EXTRANJERO P/ING III","IEXI3",NULL,"A",23,NULL,NULL,"-"
140,"IDIOMA EXTRANJERO P/ING IV","IEXI4",NULL,"A",23,NULL,NULL,"-"
141,"INTEGRADORA I","IIN I",2,"A",23,8,4,"A"
142,"INTEGRADORA II","INTG",2,"A",23,10,4,"A"
143,"MANTENIMIENTO PREDICTIVO MECANICO","IMPM",6,"A",23,9,3,"-"
144,"NEGOCIACION EMPRESARIAL","INEMP",2,"A",23,10,2,"-"
145,"PLANEACION Y ORGANIZACION DEL TRABAJO","IPOTR",3,"A",23,8,3,"-"
146,"PROTOCOLOS DE OPERACION Y MANTENIMIENTO","IPOMA",4,"A",23,7,4,"-"
147,"SISTEMAS AUTOMATIZADOS Y REDES INDUSTRIALES","ISARI",7,"A",23,9,5,"-"
148,"TECNICAS TPM Y RCM","ITTR",6,"A",23,8,4,"-"
149,"TRIBOLOGIA","ITRIB",5,"A",23,7,5,"-"
150,"VISUALIZACION Y CONTROL DE PROCESOS","IVCP",6,"A",23,10,4,"-"
153,"ADMINISTRACION DEL TIEMPO","IATIE",3,"A",24,7,2,"-"
154,"ADMINISTRACION INDUSTRIAL","IADIN",4,"A",24,8,4,"-"
155,"ANALISIS VECTORIAL","IAVEC",4,"A",24,7,3,"-"
156,"DINAMICA Y MECANISMOS","IDIME",4,"A",24,8,3,"-"
157,"DIRECCION DE EQUIPOS DE ALTO RENDIMIENTO","IDEAR",2,"A",24,9,2,"-"
158,"DISEÑO ASISTIDO POR COMPUTADORA I","IDACO",5,"A",24,9,5,"-"
159,"DISEÑO MECANICO","DIMEC",6,"A",24,10,5,"-"
160,"ECUACIONES DIFERENCIALES APLICADAS","IEDAP",5,"A",24,8,3,"-"
161,"IDIOMA EXTRANJERO P/ING I","IEXI1",NULL,"A",24,NULL,NULL,"-"
162,"INGLES VII","IEXI2",4,"A",24,8,3,"-"
163,"INGLES VIII","IEXI3",4,"A",24,9,3,"-"
164,"IDIOMA EXTRANJERO P/ING IV","IEXI4",NULL,"A",24,NULL,NULL,"-"
165,"INGENIERIA ECONOMICA","IECON",4,"A",24,7,5,"-"
166,"INSTRUMENTACION Y CONTROL","IICON",3,"A",24,10,4,"-"
167,"INTEGRADORA I","IIN I",2,"A",24,9,2,"A"
168,"INTEGRADORA II","INTG",2,"A",24,10,3,"A"
169,"MANUFACTURA ASISTIDA POR COMPUTADORA","IMAC",4,"A",24,10,3,"-"
170,"MECANICA DE SOLIDOS","IMESO",4,"A",24,9,4,"-"
171,"METODOLOGIA DE LA INVESTIGACION PARA EL DISEÑO","IMIDI",3,"A",24,7,4,"-"
172,"NEGOCIACION EMPRESARIAL","INEMP",2,"A",24,10,2,"-"
173,"PLANEACION Y ORGANIZACION DEL TRABAJO","IPOTR",3,"A",24,8,3,"-"
174,"PROCESOS DE CONFORMADO","IPRCO",5,"A",24,8,3,"-"
175,"SEGURIDAD INDUSTRIAL","ISIND",3,"A",24,7,3,"-"
176,"TRANSFERENCIA DE CALOR","ITCA",4,"A",24,9,5,"-"
177,"DISEÑO DE HERRAMENTALES","IDIHE",4,"A",24,9,4,"-"
178,"DISEÑO ASISTIDO POR COMPUTADORA II","IDAPC",4,"A",24,10,5,"-"
179,"ADMINISTRACION DE PROYECTOS","APROY",3,"A",22,9,5,"-"
180,"ADMINISTRACION DEL TIEMPO","IATIE",3,"A",22,7,2,"-"
181,"CONTROL AUTOMATICO","ICAUT",6,"A",22,9,5,"-"
182,"CONTROL DE MOTORES","ICMOT",5,"A",22,8,4,"-"
