"id_materia","nombre_materia","clave_alfa","hsm","ebc","id_carrera","cuatrimestre","n_unidades","integradora"
984,"IDIOMA EXTRANJERO P/ING IV","IEXI4",NULL,"-",6,NULL,NULL,"-"
985,"INFORMATICA I","INFO1",NULL,"-",6,NULL,NULL,"-"
986,"INFORMATICA II","INFO2",NULL,"-",6,NULL,NULL,"-"
987,"INFORMATICA P/ING","INFIN",NULL,"-",6,NULL,NULL,"-"
988,"MATEMATICAS I","MATE1",NULL,"-",6,NULL,NULL,"-"
989,"MATEMATICAS II","MATE2",NULL,"-",6,NULL,NULL,"-"
990,"MATEMATICAS P/ING","MATIN",NULL,"-",6,NULL,NULL,"-"
991,"MATERIALES GRAFICOS I","MAGR1",NULL,"-",6,NULL,NULL,"-"
992,"MATERIALES GRAFICOS II","MAGR2",NULL,"-",6,NULL,NULL,"-"
993,"METROLOGIA","METRO",NULL,"-",6,NULL,NULL,"-"
994,"POSTIMPRESION","POSTI",NULL,"-",6,NULL,NULL,"-"
995,"PREPARACION DE LA IMAGEN","PRIMA",NULL,"-",6,NULL,NULL,"-"
996,"PREPRENSA DIGITAL","PPRED",NULL,"-",6,NULL,NULL,"-"
997,"PROCESOS DE IMPRESION","PIMPR",NULL,"-",6,NULL,NULL,"-"
998,"QUIMICA","QUIMI",NULL,"-",6,NULL,NULL,"-"
999,"TALLER DE IMPRESION I","TIMP1",NULL,"-",6,NULL,NULL,"-"
1000,"TALLER DE IMPRESION II","TIMP2",NULL,"-",6,NULL,NULL,"-"
1001,"ADMINISTRACION","ADMON",NULL,"-",14,NULL,NULL,"-"
1002,"ADMINISTRACION DE VENTAS","ADVEN",NULL,"-",14,NULL,NULL,"-"
1003,"ANALISIS FINANCIERO","ANFIN",NULL,"-",14,NULL,NULL,"-"
1004,"CALIDAD","CALID",NULL,"-",14,NULL,NULL,"-"
1005,"COMERCIO INTERNACIONAL A","COMEA",NULL,"-",14,NULL,NULL,"-"
1006,"COMPRAS","COMPR",NULL,"-",14,NULL,NULL,"-"
1007,"COMUNICACION INTEGRAL DE MERCADOTECNIA A","COMIN",NULL,"-",14,NULL,NULL,"-"
1008,"CONTABILIDAD I","CONT1",NULL,"-",14,NULL,NULL,"-"
1009,"CONTABILIDAD II","CONT2",NULL,"-",14,NULL,NULL,"-"
1010,"DESARROLLO DE NEGOCIOS","DENEG",NULL,"-",14,NULL,NULL,"-"
1011,"ECONOMIA I","ECON1",NULL,"-",14,NULL,NULL,"-"
1012,"ECONOMIA II","ECON2",NULL,"-",14,NULL,NULL,"-"
1013,"EXPRESION ORAL Y ESCRITA I","EXOE1",NULL,"-",14,NULL,NULL,"-"
1014,"EXPRESION ORAL Y ESCRITA II","EXOE2",NULL,"-",14,NULL,NULL,"-"
1015,"FORMACION SOCIOCULTURAL I","FOSO1",NULL,"-",14,NULL,NULL,"-"
1016,"FORMACION SOCIOCULTURAL II","FOSO2",NULL,"-",14,NULL,NULL,"-"
1017,"FORMACION SOCIOCULTURAL III","FOSO3",NULL,"-",14,NULL,NULL,"-"
1018,"FORMULACION Y EVALUACION DE PROYECTOS A","FEPRO",NULL,"-",14,NULL,NULL,"-"
1019,"FUNDAMENTOS DE MERCADOTECNIA","FUNME",NULL,"-",14,NULL,NULL,"-"
1020,"IDIOMA EXTRANJERO I","IDEX1",NULL,"-",14,NULL,NULL,"-"
1021,"IDIOMA EXTRANJERO II","IDEX2",NULL,"-",14,NULL,NULL,"-"
1022,"IDIOMA EXTRANJERO III","IDEX3",NULL,"-",14,NULL,NULL,"-"
1023,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"-",14,NULL,NULL,"-"
1024,"IDIOMA EXTRANJERO V","IDEX5",NULL,"-",14,NULL,NULL,"-"
1025,"INFORMATICA I","INFO1",NULL,"-",14,NULL,NULL,"-"
1026,"INFORMATICA II","INFO2",NULL,"-",14,NULL,NULL,"-"
1027,"INFORMATICA III","INFO3",NULL,"-",14,NULL,NULL,"-"
1028,"INVESTIGACION DE MERCADO","INMER",NULL,"-",14,NULL,NULL,"-"
1029,"LEGISLACION RELATIVA AL COMERCIO","LERCO",NULL,"-",14,NULL,NULL,"-"
1030,"LOGISTICA Y SISTEMAS DE DISTRIBUCION","LSDIS",NULL,"-",14,NULL,NULL,"-"
1031,"MATEMATICAS I","MATE1",NULL,"-",14,NULL,NULL,"-"
1032,"MATEMATICAS II","MATE2",NULL,"-",14,NULL,NULL,"-"
1033,"MATEMATICAS III","MATE3",NULL,"-",14,NULL,NULL,"-"
1034,"MERCADOTECNIA DE SERVICIOS","MESER",NULL,"-",14,NULL,NULL,"-"
1035,"MEZCLA DE MERCADOTECNIA","MMERC",NULL,"-",14,NULL,NULL,"-"
1036,"PLANEACION ESTRATEGICA DE MERCADOTECNIA","PEMER",NULL,"-",14,NULL,NULL,"-"
1037,"TECNICAS DE PRODUCCION PUBLICITARIA","TPPUB",NULL,"-",14,NULL,NULL,"-"
1038,"TECNICAS DE VENTAS","TEVEN",NULL,"-",14,NULL,NULL,"-"
1112,"REDES DE CONTROL","REDES",NULL,"-",7,NULL,NULL,"-"
1125,"IDIOMA EXTRANJERO I","IDEX1",NULL,"-",6,NULL,NULL,"-"
1126,"MATEMÁTICAS II","MATE2",NULL,"-",49,NULL,NULL,"-"
1127,"TECNICAS DE VENTAS","TEVEN",NULL,"-",49,NULL,NULL,"-"
1128,"EXPRESION ORAL Y ESCRITA I","EXOE1",NULL,"-",49,NULL,NULL,"-"
1129,"MATEMÁTICAS I","MATE1",NULL,"-",49,NULL,NULL,"-"
1130,"CALIDAD","CALID",NULL,"-",49,NULL,NULL,"-"
1131,"FUNDAMENTOS DE MERCADOTECNIA","FUNME",NULL,"-",49,NULL,NULL,"-"
1132,"CONTABILIDAD I","CONT1",NULL,"-",49,NULL,NULL,"-"
1133,"ECONOMIA II","ECON2",NULL,"-",49,NULL,NULL,"-"
1134,"INVESTIGACION DE MERCADO","INMER",NULL,"-",49,NULL,NULL,"-"
1135,"INFORMATICA I","INFO1",NULL,"-",49,NULL,NULL,"-"
1136,"ADMINISTRACION DE VENTAS","ADVEN",NULL,"-",49,NULL,NULL,"-"
1137,"CONTABILIDAD II","CONT2",NULL,"-",49,NULL,NULL,"-"
1138,"EXPRESION ORAL Y ESCRITA II","EXOE2",NULL,"-",49,NULL,NULL,"-"
1139,"ECONOMIA I","ECON1",NULL,"-",49,NULL,NULL,"-"
1140,"ADMINISTRACION","ADMON",NULL,"-",49,NULL,NULL,"-"
1141,"ANALISIS FINANCIERO","ANFIN",NULL,"-",49,NULL,NULL,"-"
1142,"INFORMATICA II","INFO2",NULL,"-",49,NULL,NULL,"-"
1143,"IDIOMA EXTRANJERO I","IDEX1",NULL,"-",49,NULL,NULL,"-"
1144,"MEZCLA DE MERCADOTECNIA","MMERC",NULL,"-",49,NULL,NULL,"-"
1145,"MATEMATICAS III","MATE3",NULL,"-",49,NULL,NULL,"-"
1146,"FORMACION SOCIOCULTURAL I","FOSO1",NULL,"-",49,NULL,NULL,"-"
1147,"IDIOMA EXTRANJERO II","IDEX2",NULL,"-",49,NULL,NULL,"-"
1148,"INFORMATICA III","INFO3",NULL,"-",49,NULL,NULL,"-"
1149,"PLANEACION ESTRATEGICA DE MERCADOTECNIA","PEMER",NULL,"-",49,NULL,NULL,"-"
1150,"FORMACION SOCIOCULTURAL II","FOSO2",NULL,"-",49,NULL,NULL,"-"
1151,"IDIOMA EXTRANJERO III","IDEX3",NULL,"-",49,NULL,NULL,"-"
1152,"COMPRAS","COMPR",NULL,"-",49,NULL,NULL,"-"
1153,"COMERCIO INTERNACIONAL A","COMEA",NULL,"-",49,NULL,NULL,"-"
1155,"FORMACION SOCIOCULTURAL III","FOSO3",NULL,"-",49,NULL,NULL,"-"
1156,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"-",49,NULL,NULL,"-"
1157,"FORMULACION Y EVALUACION DE PROYECTOS A","FEPRO",NULL,"-",49,NULL,NULL,"-"
1158,"LOGISTICA Y SISTEMAS DE DISTRIBUCION","LSDIS",NULL,"-",49,NULL,NULL,"-"
1159,"COMUNICACION INTEGRAL DE MERCADOTECNIA A","COMIN",NULL,"-",49,NULL,NULL,"-"
1160,"IDIOMA EXTRANJERO V","IDEX5",NULL,"-",49,NULL,NULL,"-"
1161,"LEGISLACION RELATIVA AL COMERCIO","LERCO",NULL,"-",49,NULL,NULL,"-"
1162,"MERCADOTECNIA DE SERVICIOS","MESER",NULL,"-",49,NULL,NULL,"-"
1163,"DESARROLLO DE NEGOCIOS","DENEG",NULL,"-",49,NULL,NULL,"-"
1164,"TECNICAS DE PRODUCCION PUBLICITARIA","TPPUB",NULL,"-",49,NULL,NULL,"-"
1299,"FUNDAMENTOS DE MATEMÃTICAS","FUNMA",NULL,"-",41,NULL,NULL,"-"
1300,"INFORMATICA","INFOR",NULL,"-",41,NULL,NULL,"-"
1301,"DIBUJO","DIBUJ",NULL,"-",41,NULL,NULL,"-"
1302,"ESTATICA Y DINAMICA","ESDIN",NULL,"-",41,NULL,NULL,"-"
1303,"MANTENIMIENTO INDUSTRIAL","MANTI",NULL,"-",41,NULL,NULL,"-"
1304,"MAQUINAS TERMICAS","MAQTE",NULL,"-",41,NULL,NULL,"-"
1305,"INSTALACIONES ELECTRICAS","INSTE",NULL,"-",41,NULL,NULL,"-"
1306,"ELECTRONICA ANALOGICA","ELANA",NULL,"-",41,NULL,NULL,"-"
1307,"SISTEMAS HIDRAULICOS","SITHI",NULL,"-",41,NULL,NULL,"-"
1308,"SISTEMAS AUTOMATIZADOS","SAUTO",NULL,"-",41,NULL,NULL,"-"
1309,"SEGURIDAD, SALUD Y MEDIO AMBIENTE","SSMAM",NULL,"-",41,NULL,NULL,"-"
1310,"INTRODUCCION AL MANTENIMIENTO","INTMA",NULL,"-",41,NULL,NULL,"-"
1311,"ESTRUCTURA Y PROPIEDADES DE LOS MATERIALES","ESMAT",NULL,"-",41,NULL,NULL,"-"
1312,"PROCESOS DE MANUFACTURA","PMANU",NULL,"-",41,NULL,NULL,"-"
1313,"ELECTRICIDAD","ELECT",NULL,"-",41,NULL,NULL,"-"
1314,"ESTADISTICA","ESTAD",NULL,"-",41,NULL,NULL,"-"
1315,"MAQUINAS Y MECANISMOS","MAMEC",NULL,"-",41,NULL,NULL,"-"
1317,"SISTEMAS NEUMATICOS","SINEU",NULL,"-",41,NULL,NULL,"-"
1318,"INTRODUCCION AL MANTENIMIENTO","INTMA",NULL,"-",52,NULL,NULL,"-"
1319,"EXPRESION ORAL Y ESCRITA II","EXOE2",NULL,"-",52,NULL,NULL,"-"
1320,"ESTRUCTURA Y PROPIEDADES DE LOS MATERIALES","ESMAT",NULL,"-",52,NULL,NULL,"-"
1321,"QUÍMICA","QUIMI",NULL,"-",52,NULL,NULL,"-"
1322,"METODOS Y SISTEMAS DE TRABAJO","MESTR",NULL,"-",52,NULL,NULL,"-"
1323,"ELECTRONICA INDUSTRIAL","ELIND",NULL,"-",52,NULL,NULL,"-"
1324,"MAQUINAS ELECTRICAS","MAELE",NULL,"-",52,NULL,NULL,"-"
1325,"IDIOMA EXTRANJERO II","IDEX2",NULL,"-",52,NULL,NULL,"-"
1326,"RESISTENCIA DE MATERIALES","RESIS",NULL,"-",52,NULL,NULL,"-"
1327,"INGENIERIA ECONOMICA","IECON",NULL,"-",52,NULL,NULL,"-"
1328,"INSTALACIONES INDUSTRIALES","IINDI",NULL,"-",52,NULL,NULL,"-"
1329,"IDIOMA EXTRANJERO III","IDEX3",NULL,"-",52,NULL,NULL,"-"
1330,"IDIOMA EXTRANJERO V","IDEX5",NULL,"-",52,NULL,NULL,"-"
1331,"FORMACION SOCIOCULTURAL III","FOSO3",NULL,"-",52,NULL,NULL,"-"
1332,"AUTOMATIZACION Y ROBOTICA","AUROB",NULL,"-",52,NULL,NULL,"-"
1333,"ADMINISTRACION DEL MANTENIMIENTO","ADMAN",NULL,"-",52,NULL,NULL,"-"
1334,"SISTEMAS NEUMÁTICOS E HIDRÁULICOS","SNHID",NULL,"-",52,NULL,NULL,"-"
1335,"CALIDAD","CALID",NULL,"-",52,NULL,NULL,"-"
1336,"MANTENIMIENTO A PROCESOS DE MANUFACTURA","MPMAN",NULL,"-",52,NULL,NULL,"-"
1337,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"-",52,NULL,NULL,"-"
1338,"ELECTRONICA","ELETR",NULL,"-",52,NULL,NULL,"-"
1339,"TEORÍA DE MÁQUINAS Y MECANISMOS","TMMEC",NULL,"-",52,NULL,NULL,"-"
1340,"TERMODINAMICA","TERMO",NULL,"-",52,NULL,NULL,"-"
1341,"IDIOMA EXTRANJERO I","IDEX1",NULL,"-",52,NULL,NULL,"-"
1342,"MATEMÁTICAS I","MATE1",NULL,"-",52,NULL,NULL,"-"
1343,"INFORMATICA I","INFO1",NULL,"-",52,NULL,NULL,"-"
1344,"FÍSICA","FISIC",NULL,"-",52,NULL,NULL,"-"
1345,"FORMACION SOCIOCULTURAL I","FOSO1",NULL,"-",52,NULL,NULL,"-"
1346,"MATEMATICAS II","MATE2",NULL,"-",52,NULL,NULL,"-"
1347,"INFORMATICA II","INFO2",NULL,"-",52,NULL,NULL,"-"
1348,"METROLOGÍA","METRO",NULL,"-",52,NULL,NULL,"-"
1349,"FORMACION SOCIOCULTURAL II","FOSO2",NULL,"-",52,NULL,NULL,"-"
1353,"ELECTRICIDAD Y MAGNETISMO","ELEMA",NULL,"-",52,NULL,NULL,"-"
1354,"EXPRESION ORAL Y ESCRITA I","EXOE1",NULL,"-",52,NULL,NULL,"-"
1355,"MATEMATICAS III","MATE3",NULL,"-",52,NULL,NULL,"-"
1356,"INFORMATICA III","INFO3",NULL,"-",52,NULL,NULL,"-"
1657,"CALIDAD","CALID",4,"A",10,1,4,"-"
1658,"IDIOMA EXTRANJERO I","IDEX1",4,"A",10,1,3,"-"
1660,"IDIOMA EXTRANJERO III","IDEX3",4,"A",10,3,2,"-"
1661,"IDIOMA EXTRANJERO IV","IDEX4",4,"A",10,4,3,"-"
1712,"CIENCIA DE LOS MATERIALES","ICMAT",4,"A",24,7,4,"-"
1728,"CALIDAD EN EL SERVICIO","CSER",4,"A",31,7,2,"-"
1822,"MATEMATICAS I","MATE1",NULL,"-",48,NULL,NULL,"-"
1823,"ADMINISTRACION","ADMON",NULL,"-",48,NULL,NULL,"-"
1824,"DESARROLLO LOCAL Y REGIONAL","DELYR",NULL,"-",48,NULL,NULL,"-"
1825,"METODOLOGIA DE LA INVESTIGACION SOCIAL","MEINS",NULL,"-",48,NULL,NULL,"-"
1826,"MATEMATICAS II","MATE2",NULL,"-",48,NULL,NULL,"-"
1827,"INFORMATICA I","INFO1",NULL,"-",48,NULL,NULL,"-"
1828,"CONTABILIDAD","CONTA",NULL,"-",48,NULL,NULL,"-"
1829,"EXPRESION ORAL Y ESCRITA I","EXOE1",NULL,"-",48,NULL,NULL,"-"
1830,"MATEMATICAS III","MATE3",NULL,"-",48,NULL,NULL,"-"
1831,"INFORMATICA II","INFO2",NULL,"-",48,NULL,NULL,"-"
1832,"CONTABILIDAD DE COSTOS","COCOS",NULL,"-",48,NULL,NULL,"-"
1833,"EXPRESION ORAL Y ESCRITA II","EXOE2",NULL,"-",48,NULL,NULL,"-"
1834,"INFORMATICA III","INFO3",NULL,"-",48,NULL,NULL,"-"
1835,"ESTUDIO DE MERCADO","ESMER",NULL,"-",48,NULL,NULL,"-"
1836,"ECONOMIA APLICADA A LOS NEGOCIOS","ECANE",NULL,"-",48,NULL,NULL,"-"
1837,"ANALISIS E INTERPRETACION DE ESTUDIOS FINANCIEROS","AIEFI",NULL,"-",48,NULL,NULL,"-"
1838,"ESTUDIO TECNICO","ETECN",NULL,"-",48,NULL,NULL,"-"
1839,"MERCADOTECNIA","MERCD",NULL,"-",48,NULL,NULL,"-"
1840,"SISTEMAS DE PRODUCCION Y CONSERVACION AMBIENTAL","SPCAM",NULL,"-",48,NULL,NULL,"-"
1841,"IDIOMA EXTRANJERO I","IDEX1",NULL,"-",48,NULL,NULL,"-"
1842,"ESTUDIO FINANCIERO Y ECONOMICO","ESFEC",NULL,"-",48,NULL,NULL,"-"
1843,"ADMINISTRACION DE PROYECTOS I","APRY1",NULL,"-",48,NULL,NULL,"-"
1844,"COMERCIALIZACION","COMER",NULL,"-",48,NULL,NULL,"-"
1845,"IDIOMA EXTRANJERO II","IDEX2",NULL,"-",48,NULL,NULL,"-"
1846,"ADMINISTRACION DE PROYECTOS II","APRY2",NULL,"-",48,NULL,NULL,"-"
1847,"CAPACITACION Y DESARROLLO DE PERSONAL","CDEPE",NULL,"-",48,NULL,NULL,"-"
1848,"COMERCIO EXTERIOR","COEXT",NULL,"-",48,NULL,NULL,"-"
1850,"FORMACION SOCIOCULTURAL I","FOSO1",NULL,"-",48,NULL,NULL,"-"
1851,"SISTEMAS Y PROCESOS ADMINISTRATIVOS","SYPAD",NULL,"-",48,NULL,NULL,"-"
1852,"CALIDAD","CALID",NULL,"-",48,NULL,NULL,"-"
1853,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"-",48,NULL,NULL,"-"
1854,"FORMACION SOCIOCULTURAL II","FOSO2",NULL,"-",48,NULL,NULL,"-"
1855,"EVALUACION ECONOMICA Y FINANCIERO DE PROYECTOS","EEFPR",NULL,"-",48,NULL,NULL,"-"
1856,"PLANEACION ESTRATEGICA Y PLAN DE NEGOCIOS","PEPNE",NULL,"-",48,NULL,NULL,"-"
1857,"IDIOMA EXTRANJERO V","IDEX5",NULL,"-",48,NULL,NULL,"-"
1897,"AIRE ACONDICIONADO Y REFRIGERACION","AAREF",NULL,"-",42,NULL,NULL,"-"
1898,"AUTOMATIZACION INDUSTRIAL","AINDU",NULL,"-",42,NULL,NULL,"-"
1899,"CALIDAD","CALID",NULL,"-",42,NULL,NULL,"-"
1900,"DIBUJO","DIBUJ",NULL,"-",42,NULL,NULL,"-"
1901,"DISEÑO MECANICO","DIMEC",NULL,"-",42,NULL,NULL,"-"
1902,"ELECTRICIDAD Y MAGNETISMO","ELEMA",NULL,"-",42,NULL,NULL,"-"
1903,"EXPRESION ORAL Y ESCRITA I","EXOE1",NULL,"-",42,NULL,NULL,"-"
1904,"EXPRESION ORAL Y ESCRITA II","EXOE2",NULL,"-",42,NULL,NULL,"-"
1905,"FISICA","FISIC",NULL,"-",42,NULL,NULL,"-"
1906,"FORMACION SOCIOCULTURAL I","FOSO1",NULL,"-",42,NULL,NULL,"-"
1907,"FORMACION SOCIOCULTURAL II","FOSO2",NULL,"-",42,NULL,NULL,"-"
1908,"IDIOMA EXTRANJERO I","IDEX1",NULL,"-",42,NULL,NULL,"-"
1909,"IDIOMA EXTRANJERO II","IDEX2",NULL,"-",42,NULL,NULL,"-"
1910,"IDIOMA EXTRANJERO III","IDEX3",NULL,"-",42,NULL,NULL,"-"
1911,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"-",42,NULL,NULL,"-"
1912,"IDIOMA EXTRANJERO V","IDEX5",NULL,"-",42,NULL,NULL,"-"
1913,"INFORMATICA I","INFO1",NULL,"-",42,NULL,NULL,"-"
1914,"INFORMATICA II","INFO2",NULL,"-",42,NULL,NULL,"-"
1915,"INFORMATICA III","INFO3",NULL,"-",42,NULL,NULL,"-"
1916,"INGENIERIA INDUSTRIAL","IINDU",NULL,"-",42,NULL,NULL,"-"
1917,"INSTRUMENTACION INDUSTRIAL","INSTI",NULL,"-",42,NULL,NULL,"-"
1918,"MANTENIMIENTO","MANTO",NULL,"-",42,NULL,NULL,"-"
1919,"MAQUINAS ELECTRICAS","MAELE",NULL,"-",42,NULL,NULL,"-"
1920,"MATEMATICAS I","MATE1",NULL,"-",42,NULL,NULL,"-"
1921,"MATEMATICAS II","MATE2",NULL,"-",42,NULL,NULL,"-"
1922,"MATEMATICAS III","MATE3",NULL,"-",42,NULL,NULL,"-"
1923,"MATERIALES Y PROCESOS DE MANUFACTURA I","MYPM1",NULL,"-",42,NULL,NULL,"-"
1924,"MATERIALES Y PROCESOS DE MANUFACTURA II","MYPM2",NULL,"-",42,NULL,NULL,"-"
1925,"METROLOGIA","METRO",NULL,"-",42,NULL,NULL,"-"
1926,"PROYECTO","PROYE",NULL,"-",42,NULL,NULL,"-"
1927,"QUIMICA","QUIMI",NULL,"-",42,NULL,NULL,"-"
1928,"RESISTENCIA DE MATERIALES","RESIS",NULL,"-",42,NULL,NULL,"-"
1929,"SISTEMAS DE BOMBEO","SIBOM",NULL,"-",42,NULL,NULL,"-"
1930,"SISTEMAS DE COMBUSTION Y CALDERAS","SICCA",NULL,"-",42,NULL,NULL,"-"
1931,"SISTEMAS ELECTRICOS","SELEC",NULL,"-",42,NULL,NULL,"-"
1932,"TERMODINAMICA","TERMO",NULL,"-",42,NULL,NULL,"-"
1933,"VEHICULOS AUTOMOTORES","VEAUT",NULL,"-",42,NULL,NULL,"-"
1934,"INFORMATICA I","INFO1",NULL,"-",51,NULL,NULL,"-"
1935,"MATEMÁTICAS I","MATE1",NULL,"-",51,NULL,NULL,"-"
1936,"METROLOGIA","METRO",NULL,"-",51,NULL,NULL,"-"
1937,"DIBUJO","DIBUJ",NULL,"-",51,NULL,NULL,"-"
1938,"INFORMATICA III","INFO3",NULL,"-",51,NULL,NULL,"-"
1939,"MATEMATICAS III","MATE3",NULL,"-",51,NULL,NULL,"-"
1940,"RESISTENCIA DE MATERIALES","RESIS",NULL,"-",51,NULL,NULL,"-"
1941,"EXPRESION ORAL Y ESCRITA I","EXOE1",NULL,"-",51,NULL,NULL,"-"
1942,"EXPRESION ORAL Y ESCRITA II","EXOE2",NULL,"-",51,NULL,NULL,"-"
1943,"QUÍMICA","QUIMI",NULL,"-",51,NULL,NULL,"-"
1944,"SISTEMAS DE BOMBEO","SIBOM",NULL,"-",51,NULL,NULL,"-"
1945,"ELECTRICIDAD Y MAGNETISMO","ELEMA",NULL,"-",51,NULL,NULL,"-"
1946,"SISTEMAS DE COMBUSTION Y CALDERAS","SICCA",NULL,"-",51,NULL,NULL,"-"
1947,"INSTRUMENTACION INDUSTRIAL","INSTI",NULL,"-",51,NULL,NULL,"-"
1948,"MATERIALES Y PROCESOS DE MANUFACTURA I","MYPM1",NULL,"-",51,NULL,NULL,"-"
1949,"IDIOMA EXTRANJERO II","IDEX2",NULL,"-",51,NULL,NULL,"-"
1950,"AUTOMATIZACION INDUSTRIAL","AINDU",NULL,"-",51,NULL,NULL,"-"
1951,"MATERIALES Y PROCESOS DE MANUFACTURA II","MYPM2",NULL,"-",51,NULL,NULL,"-"
1952,"IDIOMA EXTRANJERO III","IDEX3",NULL,"-",51,NULL,NULL,"-"
1953,"MANTENIMIENTO","MANTO",NULL,"-",51,NULL,NULL,"-"
1954,"AIRE ACONDICIONADO Y REFRIGERACION","AAREF",4,"-",51,9,3,"-"
1955,"IDIOMA EXTRANJERO V","IDEX5",4,"-",51,9,2,"-"
1956,"PROYECTO","PROYE",4,"-",51,9,NULL,"-"
1957,"FORMACION SOCIOCULTURAL II","FOSO2",5,"-",51,9,2,"-"
1958,"MAQUINAS ELECTRICAS","MAELE",4,"-",51,9,NULL,"-"
1959,"CALIDAD","CALID",NULL,"-",51,NULL,NULL,"-"
1960,"FÍSICA","FISIC",NULL,"-",51,NULL,NULL,"-"
1961,"INFORMATICA II","INFO2",NULL,"-",51,NULL,NULL,"-"
1962,"MATEMÁTICAS II","MATE2",NULL,"-",51,NULL,NULL,"-"
1963,"IDIOMA EXTRANJERO I","IDEX1",NULL,"-",51,NULL,NULL,"-"
1964,"INGENIERÍA INDUSTRIAL","IINDU",NULL,"-",51,NULL,NULL,"-"
1965,"SISTEMAS ELECTRICOS","SELEC",NULL,"-",51,NULL,NULL,"-"
1966,"TERMODINÁMICA","TERMO",NULL,"-",51,NULL,NULL,"-"
1967,"DISEÑO MECANICO","DIMEC",6,"-",51,8,NULL,"-"
1968,"FORMACION SOCIOCULTURAL I","FOSO1",5,"-",51,8,2,"-"
1969,"IDIOMA EXTRANJERO IV","IDEX4",4,"-",51,8,3,"-"
1970,"VEHICULOS AUTOMOTORES","VEAUT",5,"-",51,8,4,"-"
1971,"AIRE ACONDICIONADO Y REFRIGERACION","AAREF",5,"A",30,5,3,"-"
1972,"AUTOMATIZACION Y CONTROL","ACONT",5,"A",30,5,4,"-"
1973,"DIBUJO TECNICO INDUSTRIAL","DTI",6,"A",30,2,4,"-"
1974,"DINAMICA","IDMEC",4,"A",30,3,2,"-"
1975,"ESTATICA","EST",5,"A",30,2,3,"-"
1976,"EXPRESION ORAL Y ESCRITA I","EXOE1",5,"A",30,1,3,"-"
1977,"EXPRESION ORAL Y ESCRITA II","EXOE2",5,"A",30,5,3,"-"
1978,"FORMACION SOCIOCULTURAL I","FOSO1",2,"A",30,1,2,"-"
1979,"FORMACION SOCIOCULTURAL II","FOSO2",3,"A",30,2,2,"-"
1980,"FORMACION SOCIOCULTURAL III","FOSO3",2,"A",30,3,2,"-"
1981,"FORMACION SOCIOCULTURAL IV","FOSO4",3,"A",30,4,3,"-"
1982,"FUNDAMENTOS DE ELECTRICIDAD Y MAGNETISMO","FEM",5,"A",30,1,3,"-"
1983,"HIDRAULICA","HDRA",5,"A",30,4,3,"-"
1984,"INFORMATICA I","INFO1",5,"A",30,1,4,"-"
1985,"INFORMATICA II","INFO2",6,"A",30,2,5,"-"
1986,"INFORMATICA III","INFO3",5,"A",30,3,2,"-"
1987,"INGENIERIA INDUSTRIAL","IINDU",5,"A",30,5,6,"-"
1988,"INGLES I","IINGI",4,"A",30,1,3,"-"
1989,"INGLES II","IINII",4,"A",30,2,2,"-"
1990,"INGLES III","INIII",4,"A",30,3,2,"-"
1991,"INGLES IV","INIV",4,"A",30,4,3,"-"
1992,"INGLES V","INGV",4,"A",30,5,2,"-"
1993,"INSTRUMENTACION INDUSTRIAL","INSTI",5,"A",30,4,3,"-"
1994,"INTEGRADORA I","IIN I",2,"A",30,3,2,"A"
1995,"INTEGRADORA II","INTG",2,"A",30,5,3,"A"
1996,"MANTENIMIENTO","MANTO",4,"A",30,4,3,"-"
1997,"MANUFACTURA I","MAF",6,"A",30,2,4,"-"
1998,"MANUFACTURA II","MFC",6,"A",30,3,3,"-"
1999,"MATEMATICAS I","MATE1",5,"A",30,1,3,"-"
2000,"MATEMATICAS II","MATE2",5,"A",30,2,4,"-"
2001,"MATEMATICAS III","MATE3",6,"A",30,3,4,"-"
2002,"METROLOGIA","METRO",4,"A",30,1,4,"-"
2003,"QUIMICA","QUIMI",5,"A",30,1,3,"-"
2004,"RESISTENCIA DE MATERIALES","RESIS",6,"A",30,3,5,"-"
2005,"SEGURIDAD INDUSTRIAL","ISIND",4,"A",30,4,2,"-"
2006,"SISTEMAS DE COMBUSTION Y CALDERAS","SICCA",4,"A",30,5,4,"-"
2007,"TERMODINAMICA","TERMO",5,"A",30,4,3,"-"
2008,"VEHICULOS AUTOMOTORES","VEAUT",5,"A",30,5,4,"-"
2009,"ANALISIS Y SELECCION DE ELEMENTOS MECANICOS","ASEM",5,"A",30,4,3,"-"
2010,"CIRCUITOS ELECTRICOS","CELEC",6,"A",18,1,3,"-"
2011,"CONTROL DE MOTORES ELECTRICOS","CME",5,"A",18,2,4,"-"
2012,"CONTROLADORES LOGICOS PROGRAMABLES","CLOG",7,"A",18,3,3,"-"
2013,"DISPOSITIVOS ANALOGICOS","DIAN",6,"A",18,4,5,"-"
2014,"ELECTRONICA ANALOGICA","ELANA",6,"A",18,2,7,"-"
2015,"ELEMENTOS DIMENSIONALES","EDI",5,"A",18,2,3,"-"
2016,"EXPRESION ORAL Y ESCRITA I","EXOE1",5,"A",18,1,3,"-"
2017,"EXPRESION ORAL Y ESCRITA II","EXOE2",5,"A",18,5,3,"-"
