Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Hermosillo (erno), Sonora
Lat 29.0814 N, Lon 110.9706 W, Alt 154 masl
Time UTC-7h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
2024-03-01 22:00:00,10.0,OK,-0.01,BDL,null,OS,null,OS,0.73,OK,28.79,OK,2.13,BDL
2024-03-01 23:00:00,3.12,OK,-0.05,BDL,null,OS,null,OS,0.76,OK,28.63,OK,4.73,OK
2024-03-02 00:00:00,0.31,BDL,0.12,BDL,null,OS,null,OS,0.9,OK,29.75,OK,10.74,OK
2024-03-02 01:00:00,2.99,OK,0.02,BDL,null,OS,null,OS,0.52,OK,28.47,OK,18.29,OK
2024-03-02 02:00:00,2.6,OK,-0.12,BDL,null,OS,null,OS,0.35,OK,22.75,OK,12.34,OK
2024-03-02 03:00:00,3.98,OK,-0.2,BDL,null,OS,null,OS,0.28,OK,10.66,OK,5.27,OK
2024-03-02 04:00:00,4.41,OK,-0.17,BDL,null,OS,null,OS,0.27,OK,10.76,OK,7.28,OK
2024-03-02 05:00:00,3.95,OK,-0.2,BDL,null,OS,null,OS,0.38,OK,8.06,OK,4.66,OK
2024-03-02 06:00:00,5.2,OK,-0.05,BDL,null,OS,null,OS,0.45,OK,12.46,OK,-2.44,BDL
2024-03-02 07:00:00,7.46,OK,0.17,BDL,null,OS,null,OS,0.51,OK,22.49,OK,-7.53,OR
2024-03-02 08:00:00,20.58,OK,-0.07,BDL,null,OS,null,OS,0.42,OK,31.57,OK,-3.24,BDL
2024-03-02 09:00:00,31.42,OK,-0.07,BDL,null,OS,null,OS,0.32,OK,21.93,OK,17.97,OK
2024-03-02 10:00:00,35.06,OK,-0.06,BDL,null,OS,null,OS,0.39,OK,16.27,OK,17.54,OK
2024-03-02 11:00:00,41.46,OK,-0.05,BDL,null,OS,null,OS,0.41,OK,9.68,OK,21.17,OK
2024-03-02 12:00:00,40.99,OK,-0.14,BDL,null,OS,null,OS,0.37,OK,7.33,OK,20.1,OK
2024-03-02 13:00:00,41.57,OK,-0.21,BDL,null,OS,null,OS,0.35,OK,7.62,OK,12.65,OK
2024-03-02 14:00:00,42.63,OK,-0.25,BDL,null,OS,null,OS,0.3,OK,9.44,OK,7.18,OK
2024-03-02 15:00:00,38.88,OK,-0.18,BDL,null,OS,null,OS,0.31,OK,4.5,OK,11.6,OK
2024-03-02 16:00:00,34.73,OK,-0.23,BDL,null,OS,null,OS,0.31,OK,13.2,OK,8.54,OK
2024-03-02 17:00:00,23.43,OK,-0.17,BDL,null,OS,null,OS,0.45,OK,16.26,OK,4.44,OK
2024-03-02 18:00:00,22.53,OK,-0.12,BDL,null,OS,null,OS,0.4,OK,24.93,OK,2.88,BDL
2024-03-02 19:00:00,21.62,OK,-0.12,BDL,null,OS,null,OS,0.4,OK,18.97,OK,5.04,OK
2024-03-02 20:00:00,18.27,OK,-0.03,BDL,null,OS,null,OS,0.47,OK,18.59,OK,6.9,OK
2024-03-02 21:00:00,15.04,OK,-0.11,BDL,null,OS,null,OS,0.46,OK,23.76,OK,4.8,OK
2024-03-02 22:00:00,17.7,OK,-0.1,BDL,null,OS,null,OS,0.45,OK,15.34,OK,12.05,OK
2024-03-02 23:00:00,22.05,OK,-0.09,BDL,null,OS,null,OS,0.32,OK,14.19,OK,2.1,BDL
2024-03-03 00:00:00,13.74,OK,-0.15,BDL,null,OS,null,OS,0.41,OK,16.13,OK,8.37,OK
2024-03-03 01:00:00,7.52,OK,-0.16,BDL,null,OS,null,OS,0.47,OK,19.86,OK,10.55,OK
2024-03-03 02:00:00,1.54,OK,-0.09,BDL,null,OS,null,OS,0.61,OK,21.09,OK,7.91,OK
2024-03-03 03:00:00,3.45,OK,-0.11,BDL,null,OS,null,OS,0.39,OK,21.68,OK,10.94,OK
2024-03-03 04:00:00,8.48,OK,-0.13,BDL,null,OS,null,OS,0.28,OK,12.37,OK,9.88,OK
2024-03-03 05:00:00,7.47,OK,-0.1,BDL,null,OS,null,OS,0.26,OK,5.01,OK,3.43,BDL
2024-03-03 06:00:00,10.0,OK,-0.06,BDL,null,OS,null,OS,0.32,OK,6.68,OK,-2.1,BDL
2024-03-03 07:00:00,14.89,OK,-0.03,BDL,null,OS,null,OS,0.31,OK,7.91,OK,-10.97,OR
2024-03-03 08:00:00,25.8,OK,-0.04,BDL,null,OS,null,OS,0.28,OK,14.05,OK,-11.11,OR
2024-03-03 09:00:00,25.9,OK,-0.03,BDL,null,OS,null,OS,0.3,OK,8.65,OK,4.91,OK
2024-03-03 10:00:00,33.95,OK,-0.13,BDL,null,OS,null,OS,0.27,OK,5.6,OK,20.4,OK
2024-03-03 11:00:00,37.64,OK,-0.2,BDL,null,OS,null,OS,0.27,OK,10.94,OK,15.25,OK
2024-03-03 12:00:00,37.61,OK,-0.21,BDL,null,OS,null,OS,0.27,OK,10.05,OK,9.71,OK
2024-03-03 13:00:00,37.99,OK,-0.23,BDL,null,OS,null,OS,0.25,OK,5.82,OK,11.54,OK
2024-03-03 14:00:00,37.24,OK,-0.15,BDL,null,OS,null,OS,0.24,OK,11.86,OK,10.19,OK
2024-03-03 15:00:00,37.0,OK,-0.24,BDL,null,OS,null,OS,0.25,OK,18.52,OK,10.71,OK
2024-03-03 16:00:00,34.81,OK,-0.22,BDL,null,OS,null,OS,0.23,OK,8.57,OK,10.79,OK
2024-03-03 17:00:00,29.24,OK,-0.24,BDL,null,OS,null,OS,0.27,OK,15.73,OK,13.45,OK
2024-03-03 18:00:00,23.95,OK,-0.16,BDL,null,OS,null,OS,0.29,OK,15.9,OK,6.11,OK
2024-03-03 19:00:00,18.24,OK,-0.08,BDL,null,OS,null,OS,0.37,OK,16.69,OK,-4.51,OR
2024-03-03 20:00:00,13.45,OK,-0.11,BDL,null,OS,null,OS,0.39,OK,20.18,OK,-2.06,BDL
2024-03-03 21:00:00,11.31,OK,-0.18,BDL,null,OS,null,OS,0.47,OK,29.33,OK,-1.88,BDL
2024-03-03 22:00:00,9.65,OK,-0.16,BDL,null,OS,null,OS,0.44,OK,26.24,OK,2.91,BDL
2024-03-03 23:00:00,12.19,OK,-0.13,BDL,null,OS,null,OS,0.36,OK,18.81,OK,10.61,OK
2024-03-04 00:00:00,9.85,OK,-0.15,BDL,null,OS,null,OS,0.33,OK,16.64,OK,9.0,OK
2024-03-04 01:00:00,6.78,OK,-0.12,BDL,null,OS,null,OS,0.38,OK,9.73,OK,2.55,BDL
2024-03-04 02:00:00,4.04,OK,-0.15,BDL,null,OS,null,OS,0.33,OK,13.37,OK,3.74,BDL
2024-03-04 03:00:00,4.24,OK,-0.16,BDL,null,OS,null,OS,0.31,OK,13.85,OK,5.5,OK
2024-03-04 04:00:00,0.45,BDL,-0.13,BDL,null,OS,null,OS,0.35,OK,21.73,OK,10.65,OK
2024-03-04 05:00:00,0.59,BDL,-0.05,BDL,null,OS,null,OS,0.37,OK,21.2,OK,9.67,OK
2024-03-04 06:00:00,2.62,OK,0.08,BDL,null,OS,null,OS,0.51,OK,15.01,OK,-15.66,OR
2024-03-04 07:00:00,6.69,OK,0.16,BDL,null,OS,null,OS,0.68,OK,27.7,OK,-37.5,OR
2024-03-04 08:00:00,17.83,OK,-0.03,BDL,null,OS,null,OS,0.37,OK,24.8,OK,-1.73,BDL
2024-03-04 09:00:00,25.12,OK,-0.09,BDL,null,OS,null,OS,0.39,OK,16.91,OK,15.63,OK
2024-03-04 10:00:00,34.95,OK,-0.13,BDL,null,OS,null,OS,0.29,OK,9.19,OK,14.0,OK
2024-03-04 11:00:00,38.62,OK,-0.18,BDL,null,OS,null,OS,0.31,OK,5.27,OK,22.55,OK
2024-03-04 12:00:00,36.02,OK,-0.17,BDL,null,OS,null,OS,0.34,OK,10.58,OK,11.81,OK
2024-03-04 13:00:00,35.96,OK,-0.17,BDL,null,OS,null,OS,0.32,OK,7.54,OK,8.42,OK
2024-03-04 14:00:00,33.78,OK,-0.2,BDL,null,OS,null,OS,0.37,OK,10.78,OK,5.81,OK
2024-03-04 15:00:00,34.81,OK,-0.18,BDL,null,OS,null,OS,0.35,OK,-1.73,BDL,14.51,OK
2024-03-04 16:00:00,29.36,OK,-0.13,BDL,null,OS,null,OS,0.4,OK,10.97,OK,9.16,OK
2024-03-04 17:00:00,26.89,OK,-0.13,BDL,null,OS,null,OS,0.38,OK,8.1,OK,7.07,OK
2024-03-04 18:00:00,16.92,OK,-0.11,BDL,null,OS,null,OS,0.44,OK,20.11,OK,6.8,OK
2024-03-04 19:00:00,16.46,OK,-0.17,BDL,null,OS,null,OS,0.42,OK,22.27,OK,2.1,BDL
2024-03-04 20:00:00,15.28,OK,-0.13,BDL,null,OS,null,OS,0.4,OK,27.41,OK,1.75,BDL
2024-03-04 21:00:00,13.96,OK,-0.2,BDL,null,OS,null,OS,0.35,OK,17.98,OK,3.36,BDL
2024-03-04 22:00:00,16.8,OK,-0.19,BDL,null,OS,null,OS,0.3,OK,22.59,OK,3.17,BDL
2024-03-04 23:00:00,16.28,OK,-0.13,BDL,null,OS,null,OS,0.31,OK,21.5,OK,3.14,BDL
2024-03-05 00:00:00,11.42,OK,-0.18,BDL,null,OS,null,OS,0.31,OK,13.63,OK,9.27,OK
2024-03-05 01:00:00,15.94,OK,-0.24,BDL,null,OS,null,OS,0.22,OK,14.87,OK,5.59,OK
2024-03-05 02:00:00,17.37,OK,-0.19,BDL,null,OS,null,OS,0.22,OK,6.96,OK,0.04,BDL
2024-03-05 03:00:00,18.06,OK,-0.17,BDL,null,OS,null,OS,0.2,OK,1.01,BDL,-0.62,BDL
2024-03-05 04:00:00,7.3,OK,-0.22,BDL,null,OS,null,OS,0.24,OK,2.41,BDL,3.63,BDL
2024-03-05 05:00:00,0.48,BDL,-0.1,BDL,null,OS,null,OS,0.55,OK,11.68,OK,9.63,OK
2024-03-05 06:00:00,1.67,OK,0.22,BDL,null,OS,null,OS,0.87,OK,32.41,OK,-5.49,OR
2024-03-05 07:00:00,5.24,OK,0.22,BDL,null,OS,null,OS,0.85,OK,28.78,OK,-9.06,OR
2024-03-05 08:00:00,15.7,OK,0.02,BDL,null,OS,null,OS,0.49,OK,27.76,OK,-1.6,BDL
2024-03-05 09:00:00,26.48,OK,-0.05,BDL,null,OS,null,OS,0.39,OK,20.37,OK,15.59,OK
2024-03-05 10:00:00,34.58,OK,-0.15,BDL,null,OS,null,OS,0.35,OK,11.44,OK,11.63,OK
2024-03-05 11:00:00,42.46,OK,-0.02,BDL,null,OS,null,OS,0.35,OK,10.32,OK,16.52,OK
2024-03-05 12:00:00,44.99,OK,-0.14,BDL,null,OS,null,OS,0.32,OK,10.28,OK,18.31,OK
2024-03-05 13:00:00,46.54,OK,-0.19,BDL,null,OS,null,OS,0.33,OK,10.32,OK,13.32,OK
2024-03-05 14:00:00,44.33,OK,-0.13,BDL,null,OS,null,OS,0.36,OK,12.47,OK,7.16,OK
2024-03-05 15:00:00,44.32,OK,-0.12,BDL,null,OS,null,OS,0.32,OK,20.64,OK,10.86,OK
2024-03-05 16:00:00,37.43,OK,-0.14,BDL,null,OS,null,OS,0.4,OK,23.6,OK,11.38,OK
2024-03-05 17:00:00,28.66,OK,-0.14,BDL,null,OS,null,OS,0.49,OK,15.48,OK,9.84,OK
2024-03-05 18:00:00,25.16,OK,-0.18,BDL,null,OS,null,OS,0.45,OK,14.64,OK,4.1,OK
2024-03-05 19:00:00,20.77,OK,-0.17,BDL,null,OS,null,OS,0.41,OK,21.38,OK,1.27,BDL
2024-03-05 20:00:00,21.1,OK,1.64,OK,null,OS,null,OS,0.39,OK,27.73,OK,4.22,OK
2024-03-05 21:00:00,23.42,OK,0.22,BDL,null,OS,null,OS,0.36,OK,35.6,OK,36.26,OK
2024-03-05 22:00:00,26.14,OK,0.03,BDL,null,OS,null,OS,0.27,OK,9.46,OK,3.25,BDL
2024-03-05 23:00:00,25.06,OK,-0.06,BDL,null,OS,null,OS,0.28,OK,10.34,OK,4.46,OK
2024-03-06 00:00:00,19.03,OK,-0.02,BDL,null,OS,null,OS,0.29,OK,4.77,OK,-12.32,OR
2024-03-06 01:00:00,11.38,OK,0.0,BDL,null,OS,null,OS,0.31,OK,14.47,OK,-15.04,OR
2024-03-06 02:00:00,12.53,OK,0.25,BDL,null,OS,null,OS,0.26,OK,19.81,OK,19.69,OK
2024-03-06 03:00:00,13.47,OK,0.28,BDL,null,OS,null,OS,0.26,OK,9.15,OK,15.31,OK
2024-03-06 04:00:00,5.48,OK,0.29,BDL,null,OS,null,OS,0.32,OK,13.24,OK,14.29,OK
2024-03-06 05:00:00,0.47,BDL,0.37,BDL,null,OS,null,OS,0.67,OK,35.75,OK,23.04,OK
2024-03-06 06:00:00,0.92,BDL,0.49,BDL,null,OS,null,OS,0.77,OK,49.48,OK,27.42,OK
2024-03-06 07:00:00,3.37,OK,0.26,BDL,null,OS,null,OS,0.58,OK,37.52,OK,13.41,OK
2024-03-06 08:00:00,9.0,OK,0.41,BDL,null,OS,null,OS,0.52,OK,30.26,OK,6.03,OK
2024-03-06 09:00:00,22.4,OK,0.03,BDL,null,OS,null,OS,0.33,OK,28.05,OK,9.1,OK
2024-03-06 10:00:00,27.28,OK,0.05,BDL,null,OS,null,OS,0.37,OK,4.3,OK,3.94,BDL
2024-03-06 11:00:00,32.55,OK,0.0,BDL,null,OS,null,OS,0.39,OK,13.2,OK,-11.12,OR
2024-03-06 12:00:00,34.46,OK,-0.06,BDL,null,OS,null,OS,0.41,OK,7.17,OK,12.42,OK
2024-03-06 13:00:00,35.33,OK,-0.1,BDL,null,OS,null,OS,0.39,OK,4.68,OK,7.47,OK
2024-03-06 14:00:00,34.18,OK,-0.1,BDL,null,OS,null,OS,0.41,OK,11.68,OK,4.94,OK
2024-03-06 15:00:00,33.23,OK,-0.09,BDL,null,OS,null,OS,0.38,OK,28.52,OK,7.03,OK
2024-03-06 16:00:00,32.12,OK,-0.15,BDL,null,OS,null,OS,0.39,OK,23.34,OK,9.37,OK
2024-03-06 17:00:00,29.33,OK,-0.18,BDL,null,OS,null,OS,0.36,OK,20.07,OK,-0.04,BDL
2024-03-06 18:00:00,24.88,OK,-0.13,BDL,null,OS,null,OS,0.46,OK,18.97,OK,2.19,BDL
2024-03-06 19:00:00,25.13,OK,-0.1,BDL,null,OS,null,OS,0.43,OK,21.58,OK,3.25,BDL
2024-03-06 20:00:00,27.85,OK,-0.14,BDL,null,OS,null,OS,0.35,OK,11.92,OK,2.38,BDL
2024-03-06 21:00:00,27.88,OK,-0.2,BDL,null,OS,null,OS,0.35,OK,14.59,OK,5.64,OK
2024-03-06 22:00:00,30.12,OK,-0.2,BDL,null,OS,null,OS,0.31,OK,7.39,OK,6.7,OK
2024-03-06 23:00:00,30.45,OK,-0.2,BDL,null,OS,null,OS,0.31,OK,11.28,OK,4.04,OK
2024-03-07 00:00:00,30.75,OK,-0.24,BDL,null,OS,null,OS,0.31,OK,11.73,OK,5.32,OK
2024-03-07 01:00:00,29.32,OK,-0.23,BDL,null,OS,null,OS,0.3,OK,-1.08,BDL,4.67,OK
2024-03-07 02:00:00,26.29,OK,-0.27,BDL,null,OS,null,OS,0.3,OK,6.07,OK,2.11,BDL
2024-03-07 03:00:00,23.38,OK,-0.26,BDL,null,OS,null,OS,0.3,OK,7.58,OK,4.02,OK
2024-03-07 04:00:00,19.47,OK,-0.27,BDL,null,OS,null,OS,0.32,OK,10.08,OK,5.15,OK
2024-03-07 05:00:00,9.85,OK,-0.13,BDL,null,OS,null,OS,0.54,OK,13.24,OK,3.92,BDL
2024-03-07 06:00:00,6.7,OK,0.06,BDL,null,OS,null,OS,0.93,OK,25.86,OK,7.32,OK
2024-03-07 07:00:00,20.04,OK,-0.04,BDL,null,OS,null,OS,0.61,OK,19.94,OK,4.11,OK
2024-03-07 08:00:00,27.5,OK,-0.11,BDL,null,OS,null,OS,0.48,OK,8.67,OK,-0.87,BDL
2024-03-07 09:00:00,30.26,OK,-0.17,BDL,null,OS,null,OS,0.43,OK,0.27,BDL,0.02,BDL
2024-03-07 10:00:00,32.25,OK,-0.13,BDL,null,OS,null,OS,0.38,OK,0.08,BDL,0.16,BDL
2024-03-07 11:00:00,32.66,OK,-0.19,BDL,null,OS,null,OS,0.39,OK,5.51,OK,3.94,BDL
2024-03-07 12:00:00,32.91,OK,-0.16,BDL,null,OS,null,OS,0.41,OK,12.6,OK,7.64,OK
2024-03-07 13:00:00,31.76,OK,-0.14,BDL,null,OS,null,OS,0.43,OK,17.58,OK,10.6,OK
2024-03-07 14:00:00,31.22,OK,-0.18,BDL,null,OS,null,OS,0.43,OK,13.05,OK,12.69,OK
2024-03-07 15:00:00,31.13,OK,-0.19,BDL,null,OS,null,OS,0.41,OK,28.89,OK,6.73,OK
2024-03-07 16:00:00,31.28,OK,-0.15,BDL,null,OS,null,OS,0.44,OK,16.03,OK,-1.69,BDL
2024-03-07 17:00:00,29.25,OK,-0.12,BDL,null,OS,null,OS,0.53,OK,26.63,OK,4.11,OK
2024-03-07 18:00:00,24.35,OK,-0.12,BDL,null,OS,null,OS,0.49,OK,16.27,OK,8.42,OK
2024-03-07 19:00:00,22.57,OK,-0.17,BDL,null,OS,null,OS,0.46,OK,37.9,OK,5.94,OK
2024-03-07 20:00:00,19.27,OK,-0.16,BDL,null,OS,null,OS,0.45,OK,23.67,OK,10.37,OK
2024-03-07 21:00:00,19.78,OK,-0.13,BDL,null,OS,null,OS,0.44,OK,27.84,OK,6.82,OK
2024-03-07 22:00:00,17.72,OK,-0.13,BDL,null,OS,null,OS,0.42,OK,18.7,OK,12.71,OK
2024-03-07 23:00:00,21.11,OK,-0.19,BDL,null,OS,null,OS,0.41,OK,10.3,OK,5.52,OK
2024-03-08 00:00:00,23.18,OK,-0.2,BDL,null,OS,null,OS,0.36,OK,8.23,OK,0.44,BDL
2024-03-08 01:00:00,15.99,OK,-0.23,BDL,null,OS,null,OS,0.4,OK,5.99,OK,-2.2,BDL
2024-03-08 02:00:00,14.2,OK,-0.21,BDL,null,OS,null,OS,0.36,OK,5.27,OK,-1.71,BDL
2024-03-08 03:00:00,18.45,OK,-0.2,BDL,null,OS,null,OS,0.33,OK,0.17,BDL,0.98,BDL
2024-03-08 04:00:00,7.4,OK,-0.17,BDL,null,OS,null,OS,0.4,OK,7.64,OK,-0.76,BDL
2024-03-08 05:00:00,0.84,BDL,-0.13,BDL,null,OS,null,OS,0.53,OK,10.68,OK,-1.48,BDL
2024-03-08 06:00:00,5.86,OK,-0.02,BDL,null,OS,null,OS,0.53,OK,19.02,OK,-0.57,BDL
2024-03-08 07:00:00,6.09,OK,0.18,BDL,null,OS,null,OS,0.82,OK,21.4,OK,-12.68,OR
2024-03-08 08:00:00,20.0,OK,-0.01,BDL,null,OS,null,OS,0.61,OK,42.15,OK,-22.08,OR
2024-03-08 09:00:00,33.61,OK,-0.11,BDL,null,OS,null,OS,0.42,OK,23.12,OK,15.22,OK
2024-03-08 10:00:00,38.62,OK,-0.15,BDL,null,OS,null,OS,0.45,OK,12.13,OK,23.5,OK
2024-03-08 11:00:00,43.3,OK,-0.15,BDL,null,OS,null,OS,0.43,OK,8.69,OK,17.22,OK
2024-03-08 12:00:00,42.57,OK,-0.15,BDL,null,OS,null,OS,0.24,OK,15.0,OK,13.14,OK
2024-03-08 13:00:00,38.78,OK,-0.19,BDL,null,OS,null,OS,0.27,OK,4.96,OK,19.88,OK
2024-03-08 14:00:00,36.93,OK,-0.15,BDL,null,OS,null,OS,0.31,OK,12.94,OK,-1.73,BDL
2024-03-08 15:00:00,38.96,OK,-0.22,BDL,null,OS,null,OS,0.27,OK,12.73,OK,0.85,BDL
2024-03-08 16:00:00,34.79,OK,-0.16,BDL,null,OS,null,OS,0.35,OK,9.08,OK,14.45,OK
2024-03-08 17:00:00,31.41,OK,-0.2,BDL,null,OS,null,OS,0.38,OK,11.38,OK,14.57,OK
2024-03-08 18:00:00,23.97,OK,-0.16,BDL,null,OS,null,OS,0.46,OK,16.42,OK,7.03,OK
2024-03-08 19:00:00,24.4,OK,-0.15,BDL,null,OS,null,OS,0.42,OK,21.31,OK,-0.15,BDL
2024-03-08 20:00:00,28.24,OK,-0.12,BDL,null,OS,null,OS,0.39,OK,16.15,OK,0.85,BDL
2024-03-08 21:00:00,22.13,OK,-0.16,BDL,null,OS,null,OS,0.42,OK,18.98,OK,12.36,OK
2024-03-08 22:00:00,21.12,OK,-0.15,BDL,null,OS,null,OS,0.44,OK,24.47,OK,11.7,OK
2024-03-08 23:00:00,6.42,OK,-0.07,BDL,null,OS,null,OS,0.59,OK,21.88,OK,13.55,OK
2024-03-09 00:00:00,12.8,OK,-0.12,BDL,null,OS,null,OS,0.45,OK,26.77,OK,10.66,OK
2024-03-09 01:00:00,19.43,OK,-0.14,BDL,null,OS,null,OS,0.25,OK,13.14,OK,11.35,OK
2024-03-09 02:00:00,18.28,OK,-0.27,BDL,null,OS,null,OS,0.21,OK,0.65,BDL,1.34,BDL
2024-03-09 03:00:00,17.82,OK,-0.2,BDL,null,OS,null,OS,0.21,OK,0.25,BDL,-1.93,BDL
2024-03-09 04:00:00,18.45,OK,-0.2,BDL,null,OS,null,OS,0.22,OK,-1.05,BDL,-4.6,OR
2024-03-09 05:00:00,14.24,OK,-0.14,BDL,null,OS,null,OS,0.3,OK,-1.04,BDL,-9.85,OR
2024-03-09 06:00:00,11.6,OK,-0.11,BDL,null,OS,null,OS,0.4,OK,7.39,OK,-12.9,OR
2024-03-09 07:00:00,14.68,OK,0.3,BDL,null,OS,null,OS,0.48,OK,17.84,OK,-15.34,OR
2024-03-09 08:00:00,17.23,OK,0.12,BDL,null,OS,null,OS,0.68,OK,30.76,OK,0.84,BDL
2024-03-09 09:00:00,32.73,OK,0.05,BDL,null,OS,null,OS,0.42,OK,21.03,OK,18.81,OK
2024-03-09 10:00:00,44.17,OK,-0.09,BDL,null,OS,null,OS,0.3,OK,8.89,OK,24.97,OK
2024-03-09 11:00:00,54.32,OK,-0.17,BDL,null,OS,null,OS,0.27,OK,1.54,BDL,9.23,OK
2024-03-09 12:00:00,48.89,OK,-0.18,BDL,null,OS,null,OS,0.25,OK,8.64,OK,19.55,OK
2024-03-09 13:00:00,50.35,OK,-0.24,BDL,null,OS,null,OS,0.25,OK,5.94,OK,8.28,OK
2024-03-09 14:00:00,47.38,OK,-0.15,BDL,null,OS,null,OS,0.32,OK,8.6,OK,13.17,OK
2024-03-09 15:00:00,47.73,OK,-0.16,BDL,null,OS,null,OS,0.33,OK,11.6,OK,13.05,OK
2024-03-09 16:00:00,46.47,OK,-0.12,BDL,null,OS,null,OS,0.33,OK,14.07,OK,8.01,OK
2024-03-09 17:00:00,34.03,OK,-0.15,BDL,null,OS,null,OS,0.46,OK,14.01,OK,5.35,OK
2024-03-09 18:00:00,29.56,OK,-0.16,BDL,null,OS,null,OS,0.42,OK,28.31,OK,8.52,OK
2024-03-09 19:00:00,29.2,OK,-0.2,BDL,null,OS,null,OS,0.41,OK,18.52,OK,4.2,OK
2024-03-09 20:00:00,31.9,OK,-0.15,BDL,null,OS,null,OS,0.35,OK,18.83,OK,3.88,BDL
2024-03-09 21:00:00,25.25,OK,-0.17,BDL,null,OS,null,OS,0.48,OK,19.0,OK,2.53,BDL
2024-03-09 22:00:00,23.02,OK,-0.19,BDL,null,OS,null,OS,0.41,OK,16.86,OK,10.55,OK
2024-03-09 23:00:00,13.18,OK,-0.17,BDL,null,OS,null,OS,0.5,OK,25.14,OK,10.89,OK
2024-03-10 00:00:00,17.61,OK,-0.18,BDL,null,OS,null,OS,0.38,OK,20.24,OK,6.83,OK
2024-03-10 01:00:00,14.34,OK,-0.17,BDL,null,OS,null,OS,0.33,OK,13.79,OK,2.32,BDL
2024-03-10 02:00:00,12.14,OK,-0.11,BDL,null,OS,null,OS,0.32,OK,10.61,OK,2.46,BDL
2024-03-10 03:00:00,12.22,OK,-0.24,BDL,null,OS,null,OS,0.31,OK,9.25,OK,2.92,BDL
2024-03-10 04:00:00,3.42,OK,-0.04,BDL,null,OS,null,OS,0.54,OK,10.02,OK,1.22,BDL
2024-03-10 05:00:00,13.85,OK,-0.21,BDL,null,OS,null,OS,0.29,OK,11.78,OK,3.8,BDL
