Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Hermosillo (erno), Sonora
Lat 29.0814 N, Lon 110.9706 W, Alt 154 masl
Time UTC-7h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2024-01-01 00:00:00,6.31,OK,0.99,BDL,null,OS,null,OS,1.07,OK,48.17,OK,53.2,OK
2024-01-01 01:00:00,8.4,OK,0.8,BDL,null,OS,null,OS,1.08,OK,29.33,OK,-33.25,OR
2024-01-01 02:00:00,8.3,OK,0.69,BDL,null,OS,null,OS,1.1,OK,30.19,OK,23.15,OK
2024-01-01 03:00:00,14.18,OK,0.45,BDL,null,OS,null,OS,0.88,OK,17.07,OK,27.68,OK
2024-01-01 04:00:00,15.51,OK,0.42,BDL,null,OS,null,OS,0.85,OK,4.03,OK,-12.6,OR
2024-01-01 05:00:00,16.77,OK,0.36,BDL,null,OS,null,OS,0.79,OK,13.66,OK,-51.32,OR
2024-01-01 06:00:00,18.56,OK,0.33,BDL,null,OS,null,OS,0.76,OK,3.02,BDL,-40.76,OR
2024-01-01 07:00:00,24.78,OK,0.31,BDL,null,OS,null,OS,0.74,OK,2.33,BDL,-4.78,OR
2024-01-01 08:00:00,29.47,OK,0.42,BDL,null,OS,null,OS,0.68,OK,18.5,OK,-8.85,OR
2024-01-01 09:00:00,36.89,OK,0.4,BDL,null,OS,null,OS,0.63,OK,37.54,OK,11.42,OK
2024-01-01 10:00:00,39.07,OK,0.42,BDL,null,OS,null,OS,0.62,OK,30.57,OK,-89.72,OR
2024-01-01 11:00:00,43.24,OK,0.44,BDL,null,OS,null,OS,0.61,OK,17.64,OK,48.07,OK
2024-01-01 12:00:00,44.8,OK,0.35,BDL,null,OS,null,OS,0.6,OK,14.26,OK,35.81,OK
2024-01-01 13:00:00,43.77,OK,0.4,BDL,null,OS,null,OS,0.6,OK,21.18,OK,18.73,OK
2024-01-01 14:00:00,40.76,OK,0.34,BDL,null,OS,null,OS,0.61,OK,18.71,OK,20.65,OK
2024-01-01 15:00:00,36.53,OK,0.32,BDL,null,OS,null,OS,0.64,OK,29.06,OK,-5.24,OR
2024-01-01 16:00:00,36.2,OK,0.34,BDL,null,OS,null,OS,0.62,OK,34.86,OK,-7.55,OR
2024-01-01 17:00:00,33.9,OK,0.33,BDL,null,OS,null,OS,0.63,OK,34.13,OK,23.07,OK
2024-01-01 18:00:00,31.5,OK,0.32,BDL,null,OS,null,OS,0.66,OK,18.21,OK,-2.94,BDL
2024-01-01 19:00:00,30.83,OK,0.36,BDL,null,OS,null,OS,0.64,OK,22.29,OK,-3.67,BDL
2024-01-01 20:00:00,22.41,OK,0.28,BDL,null,OS,null,OS,0.73,OK,15.32,OK,5.35,OK
2024-01-01 21:00:00,19.06,OK,0.26,BDL,null,OS,null,OS,0.77,OK,19.62,OK,4.53,OK
2024-01-01 22:00:00,24.02,OK,0.27,BDL,null,OS,null,OS,0.69,OK,17.33,OK,0.88,BDL
2024-01-01 23:00:00,16.16,OK,0.28,BDL,null,OS,null,OS,0.77,OK,14.47,OK,7.43,OK
2024-01-02 00:00:00,14.5,OK,0.26,BDL,null,OS,null,OS,0.82,OK,20.57,OK,13.39,OK
2024-01-02 01:00:00,20.21,OK,0.26,BDL,null,OS,null,OS,0.66,OK,20.27,OK,16.21,OK
2024-01-02 02:00:00,24.23,OK,0.22,BDL,null,OS,null,OS,0.59,OK,6.45,OK,6.91,OK
2024-01-02 03:00:00,21.58,OK,0.28,BDL,null,OS,null,OS,0.6,OK,0.01,BDL,1.46,BDL
2024-01-02 04:00:00,11.17,OK,0.19,BDL,null,OS,null,OS,0.69,OK,14.32,OK,0.24,BDL
2024-01-02 05:00:00,3.82,OK,0.22,BDL,null,OS,null,OS,0.71,OK,5.6,OK,-3.26,BDL
2024-01-02 06:00:00,1.55,OK,0.3,BDL,null,OS,null,OS,0.83,OK,5.99,OK,-16.78,OR
2024-01-02 07:00:00,5.47,OK,0.37,BDL,null,OS,null,OS,0.93,OK,25.26,OK,-7.4,OR
2024-01-02 08:00:00,12.78,OK,0.37,BDL,null,OS,null,OS,0.83,OK,26.3,OK,-3.58,BDL
2024-01-02 09:00:00,27.14,OK,0.35,BDL,null,OS,null,OS,0.71,OK,39.9,OK,-13.65,OR
