Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Hermosillo (erno), Sonora
Lat 29.0814 N, Lon 110.9706 W, Alt 154 masl
Time UTC-7h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2024-05-01 00:00:00,7.68,OK,-0.02,BDL,null,OS,null,OS,0.47,OK,26.78,OK,14.44,OK
2024-05-01 01:00:00,8.82,OK,-0.07,BDL,null,OS,null,OS,0.43,OK,32.38,OK,10.31,OK
2024-05-01 02:00:00,11.68,OK,-0.05,BDL,null,OS,null,OS,0.37,OK,26.54,OK,19.83,OK
2024-05-01 03:00:00,18.25,OK,-0.08,BDL,null,OS,null,OS,0.27,OK,23.36,OK,19.5,OK
2024-05-01 04:00:00,25.98,OK,-0.03,BDL,null,OS,null,OS,0.2,OK,13.27,OK,2.9,BDL
2024-05-01 05:00:00,17.58,OK,0.01,BDL,null,OS,null,OS,0.26,OK,21.52,OK,1.16,BDL
2024-05-01 06:00:00,27.71,OK,0.03,BDL,null,OS,null,OS,0.28,OK,15.24,OK,2.3,BDL
2024-05-01 07:00:00,39.1,OK,0.1,BDL,null,OS,null,OS,0.24,OK,7.94,OK,4.64,OK
2024-05-01 08:00:00,40.73,OK,0.24,BDL,null,OS,null,OS,0.23,OK,0.83,BDL,11.85,OK
2024-05-01 09:00:00,44.41,OK,-0.07,BDL,null,OS,null,OS,0.23,OK,12.45,OK,19.41,OK
2024-05-01 10:00:00,42.03,OK,-0.13,BDL,null,OS,null,OS,0.23,OK,11.42,OK,10.37,OK
2024-05-01 11:00:00,44.05,OK,-0.11,BDL,null,OS,null,OS,0.24,OK,10.27,OK,13.8,OK
2024-05-01 12:00:00,45.64,OK,-0.14,BDL,null,OS,null,OS,0.24,OK,12.1,OK,11.61,OK
2024-05-01 13:00:00,45.35,OK,-0.08,BDL,null,OS,null,OS,0.25,OK,16.8,OK,16.01,OK
2024-05-01 14:00:00,41.47,OK,-0.15,BDL,null,OS,null,OS,0.28,OK,24.18,OK,18.56,OK
2024-05-01 15:00:00,40.06,OK,-0.16,BDL,null,OS,null,OS,0.27,OK,29.77,OK,19.2,OK
2024-05-01 16:00:00,40.17,OK,-0.11,BDL,null,OS,null,OS,0.25,OK,30.71,OK,12.13,OK
2024-05-01 17:00:00,41.45,OK,-0.2,BDL,null,OS,null,OS,0.23,OK,23.27,OK,9.3,OK
2024-05-01 18:00:00,36.53,OK,-0.1,BDL,null,OS,null,OS,0.3,OK,18.81,OK,5.71,OK
2024-05-01 19:00:00,29.34,OK,-0.11,BDL,null,OS,null,OS,0.34,OK,16.08,OK,0.66,BDL
2024-05-01 20:00:00,24.16,OK,-0.03,BDL,null,OS,null,OS,0.36,OK,25.54,OK,2.09,BDL
2024-05-01 21:00:00,23.91,OK,-0.06,BDL,null,OS,null,OS,0.34,OK,20.0,OK,9.66,OK
2024-05-01 22:00:00,15.15,OK,-0.1,BDL,null,OS,null,OS,0.44,OK,24.06,OK,11.65,OK
2024-05-01 23:00:00,10.28,OK,-0.04,BDL,null,OS,null,OS,0.47,OK,28.41,OK,18.71,OK
2024-05-02 00:00:00,9.05,OK,0.07,BDL,null,OS,null,OS,0.46,OK,32.28,OK,21.99,OK
2024-05-02 01:00:00,12.28,OK,-0.02,BDL,null,OS,null,OS,0.35,OK,26.17,OK,23.81,OK
2024-05-02 02:00:00,13.72,OK,-0.04,BDL,null,OS,null,OS,0.27,OK,17.54,OK,9.78,OK
2024-05-02 03:00:00,11.88,OK,-0.07,BDL,null,OS,null,OS,0.23,OK,19.95,OK,9.81,OK
2024-05-02 04:00:00,9.01,OK,-0.12,BDL,null,OS,null,OS,0.23,OK,21.75,OK,14.77,OK
2024-05-02 05:00:00,8.15,OK,0.03,BDL,null,OS,null,OS,0.33,OK,21.89,OK,28.76,OK
2024-05-02 06:00:00,20.1,OK,-0.0,BDL,null,OS,null,OS,0.35,OK,18.48,OK,1.65,BDL
2024-05-02 07:00:00,30.17,OK,-0.04,BDL,null,OS,null,OS,0.32,OK,13.85,OK,3.73,BDL
2024-05-02 08:00:00,35.66,OK,-0.01,BDL,null,OS,null,OS,0.28,OK,8.77,OK,9.22,OK
2024-05-02 09:00:00,41.61,OK,-0.04,BDL,null,OS,null,OS,0.3,OK,8.88,OK,15.16,OK
2024-05-02 10:00:00,45.08,OK,-0.08,BDL,null,OS,null,OS,0.31,OK,10.32,OK,15.87,OK
2024-05-02 11:00:00,44.45,OK,-0.12,BDL,null,OS,null,OS,0.33,OK,12.48,OK,19.42,OK
2024-05-02 12:00:00,45.31,OK,-0.12,BDL,null,OS,null,OS,0.29,OK,7.15,OK,11.87,OK
2024-05-02 13:00:00,48.77,OK,-0.12,BDL,null,OS,null,OS,0.29,OK,10.52,OK,13.94,OK
2024-05-02 14:00:00,45.53,OK,-0.15,BDL,null,OS,null,OS,0.31,OK,11.06,OK,23.18,OK
2024-05-02 15:00:00,41.7,OK,-0.19,BDL,null,OS,null,OS,0.32,OK,16.55,OK,15.21,OK
2024-05-02 16:00:00,40.66,OK,-0.15,BDL,null,OS,null,OS,0.32,OK,24.9,OK,15.9,OK
2024-05-02 17:00:00,38.37,OK,-0.14,BDL,null,OS,null,OS,0.31,OK,23.44,OK,5.22,OK
