Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Hermosillo (erno), Sonora
Lat 29.0814 N, Lon 110.9706 W, Alt 154 masl
Time UTC-7h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2024-02-24 22:00:00,23.25,OK,null,OS,null,OS,0.27,OK,31.36,OK,9.86,OK
2024-02-24 23:00:00,11.24,OK,null,OS,null,OS,0.43,OK,23.27,OK,1.22,BDL
2024-02-25 00:00:00,0.86,BDL,null,OS,null,OS,0.71,OK,27.18,OK,5.77,OK
2024-02-25 01:00:00,5.67,OK,null,OS,null,OS,0.55,OK,24.68,OK,11.85,OK
2024-02-25 02:00:00,18.14,OK,null,OS,null,OS,0.22,OK,18.86,OK,6.39,OK
2024-02-25 03:00:00,19.67,OK,null,OS,null,OS,0.18,OK,18.04,OK,3.56,BDL
2024-02-25 04:00:00,15.42,OK,null,OS,null,OS,0.17,OK,20.21,OK,8.22,OK
2024-02-25 05:00:00,17.8,OK,null,OS,null,OS,0.15,OK,13.55,OK,6.85,OK
2024-02-25 06:00:00,24.19,OK,null,OS,null,OS,0.17,OK,15.25,OK,1.21,BDL
2024-02-25 07:00:00,21.8,OK,null,OS,null,OS,0.27,OK,6.71,OK,-1.35,BDL
2024-02-25 08:00:00,26.27,OK,null,OS,null,OS,0.24,OK,7.81,OK,3.86,BDL
2024-02-25 09:00:00,38.21,OK,null,OS,null,OS,0.22,OK,4.48,OK,6.15,OK
2024-02-25 10:00:00,44.11,OK,null,OS,null,OS,0.25,OK,11.57,OK,16.28,OK
2024-02-25 11:00:00,53.34,OK,null,OS,null,OS,0.28,OK,6.46,OK,21.4,OK
2024-02-25 12:00:00,51.97,OK,null,OS,null,OS,0.27,OK,12.38,OK,19.39,OK
2024-02-25 13:00:00,54.87,OK,null,OS,null,OS,0.24,OK,9.77,OK,8.8,OK
2024-02-25 14:00:00,51.14,OK,null,OS,null,OS,0.22,OK,7.07,OK,13.36,OK
2024-02-25 15:00:00,47.97,OK,null,OS,null,OS,0.23,OK,8.78,OK,13.71,OK
2024-02-25 16:00:00,47.01,OK,null,OS,null,OS,0.31,OK,12.91,OK,9.02,OK
2024-02-25 17:00:00,31.85,OK,null,OS,null,OS,0.41,OK,18.22,OK,8.66,OK
2024-02-25 18:00:00,15.44,OK,null,OS,null,OS,0.52,OK,24.27,OK,7.75,OK
2024-02-25 19:00:00,16.91,OK,null,OS,null,OS,0.47,OK,40.18,OK,3.56,BDL
2024-02-25 20:00:00,4.42,OK,null,OS,null,OS,0.8,OK,33.01,OK,5.35,OK
2024-02-25 21:00:00,2.69,OK,null,OS,null,OS,0.72,OK,24.39,OK,17.4,OK
2024-02-25 22:00:00,0.84,BDL,null,OS,null,OS,1.41,OK,28.91,OK,8.24,OK
2024-02-25 23:00:00,0.78,BDL,null,OS,null,OS,1.44,OK,37.9,OK,17.45,OK
2024-02-26 00:00:00,0.43,BDL,null,OS,null,OS,0.72,OK,43.6,OK,15.39,OK
2024-02-26 01:00:00,2.4,OK,null,OS,null,OS,0.38,OK,24.71,OK,15.82,OK
2024-02-26 02:00:00,9.19,OK,null,OS,null,OS,0.2,OK,17.57,OK,5.97,OK
2024-02-26 03:00:00,11.51,OK,null,OS,null,OS,0.15,OK,17.14,OK,8.67,OK
2024-02-26 04:00:00,6.74,OK,null,OS,null,OS,0.18,OK,14.97,OK,8.3,OK
2024-02-26 05:00:00,3.13,OK,null,OS,null,OS,0.34,OK,30.5,OK,14.7,OK
2024-02-26 06:00:00,2.26,OK,null,OS,null,OS,0.62,OK,32.46,OK,4.94,OK
2024-02-26 07:00:00,6.35,OK,null,OS,null,OS,0.61,OK,31.02,OK,2.8,BDL
2024-02-26 08:00:00,14.98,OK,null,OS,null,OS,0.52,OK,27.92,OK,6.48,OK
2024-02-26 09:00:00,29.77,OK,null,OS,null,OS,0.3,OK,23.24,OK,10.48,OK
2024-02-26 10:00:00,32.62,OK,null,OS,null,OS,0.32,OK,16.01,OK,13.94,OK
2024-02-26 11:00:00,36.7,OK,null,OS,null,OS,0.36,OK,11.5,OK,13.28,OK
2024-02-26 12:00:00,36.57,OK,null,OS,null,OS,0.38,OK,13.26,OK,26.34,OK
2024-02-26 13:00:00,37.5,OK,null,OS,null,OS,0.37,OK,10.79,OK,-0.14,BDL
2024-02-26 14:00:00,37.12,OK,null,OS,null,OS,0.37,OK,7.81,OK,3.49,BDL
2024-02-26 15:00:00,37.18,OK,null,OS,null,OS,0.37,OK,14.46,OK,8.75,OK
2024-02-26 16:00:00,31.15,OK,null,OS,null,OS,0.41,OK,18.05,OK,15.4,OK
2024-02-26 17:00:00,27.2,OK,null,OS,null,OS,0.44,OK,23.74,OK,3.52,BDL
2024-02-26 18:00:00,21.95,OK,null,OS,null,OS,0.48,OK,23.71,OK,3.89,BDL
2024-02-26 19:00:00,23.45,OK,null,OS,null,OS,0.38,OK,28.86,OK,2.37,BDL
2024-02-26 20:00:00,25.72,OK,null,OS,null,OS,0.35,OK,17.33,OK,1.32,BDL
2024-02-26 21:00:00,17.01,OK,null,OS,null,OS,0.41,OK,13.02,OK,-0.99,BDL
2024-02-26 22:00:00,1.15,OK,null,OS,null,OS,0.68,OK,24.6,OK,-1.33,BDL
2024-02-26 23:00:00,1.53,OK,null,OS,null,OS,0.71,OK,26.98,OK,5.02,OK
2024-02-27 00:00:00,2.71,OK,null,OS,null,OS,0.31,OK,25.53,OK,9.81,OK
2024-02-27 01:00:00,16.98,OK,null,OS,null,OS,0.21,OK,17.73,OK,10.79,OK
2024-02-27 02:00:00,27.55,OK,null,OS,null,OS,0.16,OK,10.07,OK,3.32,BDL
2024-02-27 03:00:00,31.34,OK,null,OS,null,OS,0.15,OK,5.42,OK,-0.1,BDL
2024-02-27 04:00:00,13.06,OK,null,OS,null,OS,0.29,OK,10.39,OK,4.27,OK
2024-02-27 05:00:00,6.4,OK,null,OS,null,OS,0.46,OK,21.92,OK,22.75,OK
2024-02-27 06:00:00,0.49,BDL,null,OS,null,OS,1.1,OK,35.6,OK,24.6,OK
2024-02-27 07:00:00,2.58,OK,null,OS,null,OS,1.23,OK,69.87,OK,25.5,OK
2024-02-27 08:00:00,13.93,OK,null,OS,null,OS,0.64,OK,33.7,OK,10.69,OK
2024-02-27 09:00:00,12.96,OK,null,OS,null,OS,0.53,OK,27.72,OK,14.29,OK
2024-02-27 10:00:00,19.23,OK,null,OS,null,OS,0.41,OK,21.54,OK,12.14,OK
2024-02-27 11:00:00,31.04,OK,null,OS,null,OS,0.33,OK,17.06,OK,11.2,OK
2024-02-27 12:00:00,25.42,OK,null,OS,null,OS,0.41,OK,13.91,OK,16.01,OK
2024-02-27 13:00:00,19.37,OK,null,OS,null,OS,0.49,OK,20.55,OK,14.17,OK
2024-02-27 14:00:00,10.37,OK,null,OS,null,OS,0.53,OK,16.6,OK,16.94,OK
2024-02-27 15:00:00,2.09,OK,null,OS,null,OS,0.9,OK,13.08,OK,3.77,BDL
2024-02-27 16:00:00,1.42,OK,null,OS,null,OS,0.83,OK,17.38,OK,8.05,OK
2024-02-27 17:00:00,0.2,BDL,null,OS,null,OS,0.93,OK,10.62,OK,16.37,OK
2024-02-27 18:00:00,-0.11,BDL,null,OS,null,OS,1.43,OK,20.94,OK,15.68,OK
2024-02-27 19:00:00,-0.04,BDL,null,OS,null,OS,1.51,OK,23.89,OK,32.17,OK
2024-02-27 20:00:00,-0.1,BDL,null,OS,null,OS,1.67,OK,20.88,OK,25.84,OK
2024-02-27 21:00:00,9.4,OK,null,OS,null,OS,0.44,OK,24.24,OK,12.98,OK
2024-02-27 22:00:00,18.37,OK,null,OS,null,OS,0.18,OK,14.03,OK,12.69,OK
2024-02-27 23:00:00,13.28,OK,null,OS,null,OS,0.24,OK,4.82,OK,7.55,OK
2024-02-28 00:00:00,8.81,OK,null,OS,null,OS,0.28,OK,-4.36,OR,4.15,OK
2024-02-28 01:00:00,2.9,OK,null,OS,null,OS,0.34,OK,3.86,BDL,1.91,BDL
2024-02-28 02:00:00,4.14,OK,null,OS,null,OS,0.28,OK,11.75,OK,7.82,OK
2024-02-28 03:00:00,7.66,OK,null,OS,null,OS,0.24,OK,14.03,OK,14.52,OK
2024-02-28 04:00:00,1.58,OK,null,OS,null,OS,0.4,OK,-1.34,BDL,10.39,OK
2024-02-28 05:00:00,-0.05,BDL,null,OS,null,OS,0.55,OK,3.81,BDL,-16.66,OR
2024-02-28 06:00:00,0.08,BDL,null,OS,null,OS,0.99,OK,20.73,OK,3.27,BDL
2024-02-28 07:00:00,2.27,OK,null,OS,null,OS,0.56,OK,14.53,OK,16.67,OK
2024-02-28 08:00:00,8.48,OK,null,OS,null,OS,0.47,OK,12.1,OK,0.34,BDL
2024-02-28 09:00:00,22.12,OK,null,OS,null,OS,0.3,OK,2.66,BDL,-0.33,BDL
2024-02-28 10:00:00,31.04,OK,null,OS,null,OS,0.24,OK,-6.3,OR,1.93,BDL
2024-02-28 11:00:00,37.42,OK,null,OS,null,OS,0.23,OK,3.13,BDL,1.45,BDL
2024-02-28 12:00:00,36.32,OK,null,OS,null,OS,0.25,OK,4.93,OK,1.63,BDL
2024-02-28 13:00:00,35.24,OK,null,OS,null,OS,0.25,OK,3.54,BDL,3.45,BDL
2024-02-28 14:00:00,36.15,OK,null,OS,null,OS,0.24,OK,9.66,OK,4.55,OK
2024-02-28 15:00:00,34.73,OK,null,OS,null,OS,0.24,OK,9.04,OK,4.89,OK
2024-02-28 16:00:00,31.59,OK,null,OS,null,OS,0.27,OK,10.48,OK,4.94,OK
2024-02-28 17:00:00,24.4,OK,null,OS,null,OS,0.34,OK,10.28,OK,9.33,OK
2024-02-28 18:00:00,15.88,OK,null,OS,null,OS,0.43,OK,12.84,OK,7.94,OK
2024-02-28 19:00:00,14.07,OK,null,OS,null,OS,0.39,OK,18.16,OK,-0.55,BDL
2024-02-28 20:00:00,12.25,OK,null,OS,null,OS,0.33,OK,15.85,OK,-0.34,BDL
2024-02-28 21:00:00,8.89,OK,null,OS,null,OS,0.34,OK,13.37,OK,-0.81,BDL
2024-02-28 22:00:00,5.45,OK,null,OS,null,OS,0.36,OK,20.65,OK,2.74,BDL
2024-02-28 23:00:00,1.92,OK,null,OS,null,OS,0.45,OK,16.53,OK,9.22,OK
2024-02-29 00:00:00,4.93,OK,null,OS,null,OS,0.37,OK,11.43,OK,4.92,OK
2024-02-29 01:00:00,4.42,OK,null,OS,null,OS,0.29,OK,8.15,OK,6.65,OK
