Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Hermosillo (erno), Sonora
Lat 29.0814 N, Lon 110.9706 W, Alt 154 masl
Time UTC-7h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2024-02-13 20:00:00,10.52,OK,null,OS,null,OS,1.31,OK,41.91,OK,16.32,OK
2024-02-13 21:00:00,7.14,OK,null,OS,null,OS,1.32,OK,30.51,OK,17.94,OK
2024-02-13 22:00:00,2.74,OK,null,OS,null,OS,1.37,OK,22.82,OK,5.31,OK
2024-02-13 23:00:00,0.91,BDL,null,OS,null,OS,1.53,OK,24.47,OK,6.51,OK
2024-02-14 00:00:00,11.86,OK,null,OS,null,OS,1.07,OK,17.92,OK,7.52,OK
2024-02-14 01:00:00,16.07,OK,null,OS,null,OS,1.01,OK,3.19,BDL,4.08,OK
2024-02-14 02:00:00,16.25,OK,null,OS,null,OS,0.99,OK,2.29,BDL,2.51,BDL
2024-02-14 03:00:00,8.09,OK,null,OS,null,OS,1.0,OK,0.67,BDL,-0.12,BDL
2024-02-14 04:00:00,10.64,OK,null,OS,null,OS,0.99,OK,-3.25,BDL,-0.62,BDL
2024-02-14 05:00:00,4.87,OK,null,OS,null,OS,1.1,OK,0.03,BDL,-2.34,BDL
2024-02-14 06:00:00,2.31,OK,null,OS,null,OS,1.37,OK,19.42,OK,-9.99,OR
2024-02-14 07:00:00,7.95,OK,null,OS,null,OS,1.38,OK,16.85,OK,-22.3,OR
2024-02-14 08:00:00,19.68,OK,null,OS,null,OS,1.21,OK,29.44,OK,-16.9,OR
2024-02-14 09:00:00,34.01,OK,null,OS,null,OS,1.05,OK,45.66,OK,21.55,OK
2024-02-14 10:00:00,44.15,OK,null,OS,null,OS,1.05,OK,36.1,OK,32.94,OK
2024-02-14 11:00:00,54.3,OK,null,OS,null,OS,0.99,OK,19.64,OK,22.3,OK
2024-02-14 12:00:00,56.27,OK,null,OS,null,OS,1.04,OK,15.34,OK,31.22,OK
2024-02-14 13:00:00,54.2,OK,null,OS,null,OS,1.14,OK,11.3,OK,18.12,OK
2024-02-14 14:00:00,55.16,OK,null,OS,null,OS,1.13,OK,13.44,OK,26.46,OK
2024-02-14 15:00:00,55.19,OK,null,OS,null,OS,1.14,OK,22.08,OK,19.26,OK
2024-02-14 16:00:00,40.71,OK,null,OS,null,OS,1.34,OK,20.57,OK,15.95,OK
2024-02-14 17:00:00,23.85,OK,null,OS,null,OS,1.55,OK,30.65,OK,18.65,OK
2024-02-14 18:00:00,21.9,OK,null,OS,null,OS,1.22,OK,36.91,OK,6.33,OK
2024-02-14 19:00:00,12.42,OK,null,OS,null,OS,1.45,OK,45.15,OK,18.98,OK
2024-02-14 20:00:00,8.4,OK,null,OS,null,OS,1.54,OK,49.78,OK,24.79,OK
2024-02-14 21:00:00,10.1,OK,null,OS,null,OS,1.44,OK,33.18,OK,11.29,OK
2024-02-14 22:00:00,1.26,OK,null,OS,null,OS,1.77,OK,34.13,OK,-24.18,OR
2024-02-14 23:00:00,0.45,BDL,null,OS,null,OS,1.79,OK,23.67,OK,15.7,OK
2024-02-15 00:00:00,1.79,OK,null,OS,null,OS,1.18,OK,30.82,OK,11.99,OK
2024-02-15 01:00:00,17.67,OK,null,OS,null,OS,0.96,OK,7.29,OK,6.65,OK
2024-02-15 02:00:00,18.23,OK,null,OS,null,OS,0.94,OK,4.09,OK,1.42,BDL
2024-02-15 03:00:00,24.12,OK,null,OS,null,OS,0.92,OK,-4.31,OR,-2.91,BDL
2024-02-15 04:00:00,22.46,OK,null,OS,null,OS,0.95,OK,1.81,BDL,-6.61,OR
2024-02-15 05:00:00,14.69,OK,null,OS,null,OS,1.2,OK,4.88,OK,-6.52,OR
2024-02-15 06:00:00,5.04,OK,null,OS,null,OS,1.25,OK,26.26,OK,-3.49,BDL
2024-02-15 07:00:00,13.03,OK,null,OS,null,OS,1.17,OK,26.85,OK,-1.67,BDL
2024-02-15 08:00:00,20.88,OK,null,OS,null,OS,1.17,OK,26.51,OK,-0.25,BDL
2024-02-15 09:00:00,29.44,OK,null,OS,null,OS,1.11,OK,35.9,OK,18.34,OK
2024-02-15 10:00:00,39.84,OK,null,OS,null,OS,1.07,OK,22.09,OK,29.29,OK
2024-02-15 11:00:00,42.81,OK,null,OS,null,OS,1.13,OK,18.69,OK,-5.73,OR
2024-02-15 12:00:00,52.28,OK,null,OS,null,OS,1.06,OK,14.66,OK,41.73,OK
2024-02-15 13:00:00,46.98,OK,null,OS,null,OS,1.07,OK,9.95,OK,-24.53,OR
2024-02-15 14:00:00,42.22,OK,null,OS,null,OS,1.13,OK,4.55,OK,12.03,OK
2024-02-15 15:00:00,39.34,OK,null,OS,null,OS,1.17,OK,27.38,OK,16.69,OK
2024-02-15 16:00:00,36.4,OK,null,OS,null,OS,1.16,OK,13.04,OK,6.57,OK
2024-02-15 17:00:00,22.21,OK,null,OS,null,OS,1.32,OK,20.4,OK,17.73,OK
2024-02-15 18:00:00,23.55,OK,null,OS,null,OS,1.19,OK,29.98,OK,0.81,BDL
2024-02-15 19:00:00,15.7,OK,null,OS,null,OS,1.29,OK,21.8,OK,-4.11,OR
2024-02-15 20:00:00,5.15,OK,null,OS,null,OS,1.4,OK,41.43,OK,2.13,BDL
2024-02-15 21:00:00,12.99,OK,null,OS,null,OS,1.27,OK,33.13,OK,2.62,BDL
2024-02-15 22:00:00,2.43,OK,null,OS,null,OS,1.56,OK,30.95,OK,2.52,BDL
2024-02-15 23:00:00,1.55,OK,null,OS,null,OS,1.54,OK,33.53,OK,20.31,OK
2024-02-16 00:00:00,16.49,OK,null,OS,null,OS,1.04,OK,20.03,OK,2.32,BDL
2024-02-16 01:00:00,13.98,OK,null,OS,null,OS,0.99,OK,9.43,OK,6.6,OK
2024-02-16 02:00:00,14.57,OK,null,OS,null,OS,0.99,OK,11.18,OK,3.12,BDL
2024-02-16 03:00:00,9.45,OK,null,OS,null,OS,0.96,OK,7.82,OK,1.75,BDL
2024-02-16 04:00:00,8.64,OK,null,OS,null,OS,0.96,OK,0.06,BDL,4.51,OK
2024-02-16 05:00:00,3.66,OK,null,OS,null,OS,1.1,OK,6.97,OK,0.63,BDL
2024-02-16 06:00:00,2.0,OK,null,OS,null,OS,1.4,OK,18.24,OK,-1.96,BDL
2024-02-16 07:00:00,6.53,OK,null,OS,null,OS,1.44,OK,45.11,OK,-5.09,OR
2024-02-16 08:00:00,18.65,OK,null,OS,null,OS,1.16,OK,44.17,OK,-4.8,OR
2024-02-16 09:00:00,32.89,OK,null,OS,null,OS,1.09,OK,35.02,OK,19.72,OK
2024-02-16 10:00:00,40.65,OK,null,OS,null,OS,1.12,OK,15.45,OK,18.16,OK
2024-02-16 11:00:00,40.26,OK,null,OS,null,OS,1.15,OK,8.84,OK,25.33,OK
2024-02-16 12:00:00,43.57,OK,null,OS,null,OS,1.1,OK,21.45,OK,20.46,OK
2024-02-16 13:00:00,46.81,OK,null,OS,null,OS,1.11,OK,21.1,OK,16.86,OK
2024-02-16 14:00:00,47.15,OK,null,OS,null,OS,1.13,OK,18.89,OK,21.08,OK
2024-02-16 15:00:00,44.59,OK,null,OS,null,OS,1.12,OK,20.01,OK,10.9,OK
2024-02-16 16:00:00,38.51,OK,null,OS,null,OS,1.18,OK,16.49,OK,12.86,OK
2024-02-16 17:00:00,26.04,OK,null,OS,null,OS,1.27,OK,20.54,OK,13.21,OK
2024-02-16 18:00:00,19.6,OK,null,OS,null,OS,1.29,OK,32.64,OK,3.7,BDL
2024-02-16 19:00:00,16.7,OK,null,OS,null,OS,1.39,OK,31.79,OK,2.14,BDL
2024-02-16 20:00:00,17.38,OK,null,OS,null,OS,1.33,OK,33.2,OK,9.53,OK
2024-02-16 21:00:00,21.69,OK,null,OS,null,OS,1.22,OK,15.86,OK,4.9,OK
2024-02-16 22:00:00,10.38,OK,null,OS,null,OS,1.37,OK,24.11,OK,4.07,OK
2024-02-16 23:00:00,3.36,OK,null,OS,null,OS,1.41,OK,37.15,OK,13.77,OK
2024-02-17 00:00:00,7.99,OK,null,OS,null,OS,1.43,OK,32.75,OK,12.89,OK
2024-02-17 01:00:00,4.46,OK,null,OS,null,OS,1.42,OK,16.3,OK,7.44,OK
2024-02-17 02:00:00,0.33,BDL,null,OS,null,OS,1.32,OK,20.79,OK,9.25,OK
2024-02-17 03:00:00,0.49,BDL,null,OS,null,OS,1.24,OK,9.96,OK,8.37,OK
2024-02-17 04:00:00,5.37,OK,null,OS,null,OS,1.07,OK,11.71,OK,6.11,OK
2024-02-17 05:00:00,4.5,OK,null,OS,null,OS,1.05,OK,4.76,OK,3.0,BDL
2024-02-17 06:00:00,5.79,OK,null,OS,null,OS,1.1,OK,7.04,OK,-2.52,BDL
2024-02-17 07:00:00,7.97,OK,null,OS,null,OS,1.41,OK,16.62,OK,-7.72,OR
2024-02-17 08:00:00,11.17,OK,null,OS,null,OS,1.76,OK,48.73,OK,-4.44,OR
2024-02-17 09:00:00,24.31,OK,null,OS,null,OS,1.55,OK,52.59,OK,36.32,OK
2024-02-17 10:00:00,35.72,OK,null,OS,null,OS,1.25,OK,20.19,OK,36.29,OK
2024-02-17 11:00:00,42.95,OK,null,OS,null,OS,1.14,OK,24.78,OK,16.21,OK
2024-02-17 12:00:00,47.45,OK,null,OS,null,OS,1.1,OK,18.21,OK,18.23,OK
2024-02-17 13:00:00,49.3,OK,null,OS,null,OS,1.08,OK,10.96,OK,11.26,OK
2024-02-17 14:00:00,48.19,OK,null,OS,null,OS,1.05,OK,8.85,OK,18.47,OK
2024-02-17 15:00:00,48.08,OK,null,OS,null,OS,1.06,OK,23.91,OK,10.82,OK
2024-02-17 16:00:00,46.29,OK,null,OS,null,OS,1.06,OK,11.02,OK,6.43,OK
2024-02-17 17:00:00,28.7,OK,null,OS,null,OS,1.27,OK,17.83,OK,19.83,OK
2024-02-17 18:00:00,30.54,OK,null,OS,null,OS,1.16,OK,33.68,OK,2.41,BDL
2024-02-17 19:00:00,25.01,OK,null,OS,null,OS,1.21,OK,27.44,OK,-1.51,BDL
2024-02-17 20:00:00,25.05,OK,null,OS,null,OS,1.15,OK,25.43,OK,-1.16,BDL
2024-02-17 21:00:00,16.26,OK,null,OS,null,OS,1.28,OK,30.39,OK,0.08,BDL
2024-02-17 22:00:00,5.34,OK,null,OS,null,OS,1.5,OK,35.28,OK,10.49,OK
2024-02-17 23:00:00,0.57,BDL,null,OS,null,OS,1.97,OK,39.36,OK,17.02,OK
2024-02-18 00:00:00,8.89,OK,null,OS,null,OS,1.27,OK,41.44,OK,21.5,OK
2024-02-18 01:00:00,7.31,OK,null,OS,null,OS,1.25,OK,16.57,OK,7.06,OK
2024-02-18 02:00:00,8.09,OK,null,OS,null,OS,1.14,OK,19.25,OK,11.25,OK
2024-02-18 03:00:00,9.49,OK,null,OS,null,OS,1.07,OK,15.71,OK,7.81,OK
2024-02-18 04:00:00,10.66,OK,null,OS,null,OS,1.06,OK,3.45,BDL,3.37,BDL
2024-02-18 05:00:00,7.96,OK,null,OS,null,OS,1.06,OK,7.06,OK,1.87,BDL
2024-02-18 06:00:00,11.06,OK,null,OS,null,OS,1.05,OK,1.01,BDL,1.11,BDL
2024-02-18 07:00:00,17.59,OK,null,OS,null,OS,1.09,OK,6.95,OK,-8.01,OR
2024-02-18 08:00:00,29.54,OK,null,OS,null,OS,1.08,OK,22.49,OK,-23.85,OR
2024-02-18 09:00:00,33.49,OK,null,OS,null,OS,1.08,OK,20.6,OK,1.84,BDL
2024-02-18 10:00:00,44.73,OK,null,OS,null,OS,1.06,OK,17.0,OK,22.69,OK
2024-02-18 11:00:00,55.58,OK,null,OS,null,OS,1.06,OK,4.58,OK,-2.7,BDL
2024-02-18 12:00:00,57.93,OK,null,OS,null,OS,1.03,OK,10.2,OK,8.14,OK
2024-02-18 13:00:00,55.96,OK,null,OS,null,OS,1.06,OK,8.23,OK,22.92,OK
2024-02-18 14:00:00,52.43,OK,null,OS,null,OS,1.02,OK,10.41,OK,14.54,OK
2024-02-18 15:00:00,47.88,OK,null,OS,null,OS,1.0,OK,7.95,OK,12.03,OK
2024-02-18 16:00:00,40.95,OK,null,OS,null,OS,1.09,OK,11.56,OK,7.75,OK
2024-02-18 17:00:00,23.14,OK,null,OS,null,OS,1.37,OK,17.27,OK,8.86,OK
2024-02-18 18:00:00,24.77,OK,null,OS,null,OS,1.21,OK,24.1,OK,3.81,BDL
2024-02-18 19:00:00,21.25,OK,null,OS,null,OS,1.21,OK,30.83,OK,2.63,BDL
2024-02-18 20:00:00,12.94,OK,null,OS,null,OS,1.42,OK,22.11,OK,4.5,OK
2024-02-18 21:00:00,9.27,OK,null,OS,null,OS,1.48,OK,31.73,OK,16.95,OK
2024-02-18 22:00:00,0.91,BDL,null,OS,null,OS,1.64,OK,35.3,OK,15.18,OK
2024-02-18 23:00:00,0.28,BDL,null,OS,null,OS,1.72,OK,40.67,OK,29.79,OK
2024-02-19 00:00:00,0.27,BDL,null,OS,null,OS,1.61,OK,29.11,OK,2.67,BDL
2024-02-19 01:00:00,0.46,BDL,null,OS,null,OS,1.33,OK,19.08,OK,12.67,OK
2024-02-19 02:00:00,5.09,OK,null,OS,null,OS,1.1,OK,23.37,OK,9.18,OK
2024-02-19 03:00:00,10.51,OK,null,OS,null,OS,1.0,OK,7.08,OK,7.67,OK
2024-02-19 04:00:00,8.86,OK,null,OS,null,OS,1.0,OK,-2.11,BDL,-3.66,BDL
2024-02-19 05:00:00,4.09,OK,null,OS,null,OS,1.19,OK,-1.18,BDL,-7.07,OR
2024-02-19 06:00:00,3.5,OK,null,OS,null,OS,1.53,OK,19.81,OK,-9.25,OR
2024-02-19 07:00:00,9.55,OK,null,OS,null,OS,1.4,OK,26.24,OK,-10.8,OR
2024-02-19 08:00:00,25.94,OK,null,OS,null,OS,1.12,OK,31.36,OK,-7.08,OR
2024-02-19 09:00:00,32.22,OK,null,OS,null,OS,1.09,OK,16.53,OK,10.86,OK
2024-02-19 10:00:00,34.64,OK,null,OS,null,OS,1.08,OK,22.64,OK,18.93,OK
2024-02-19 11:00:00,39.87,OK,null,OS,null,OS,1.1,OK,8.64,OK,23.83,OK
2024-02-19 12:00:00,42.53,OK,null,OS,null,OS,1.12,OK,11.59,OK,22.02,OK
2024-02-19 13:00:00,43.01,OK,null,OS,null,OS,1.12,OK,24.35,OK,12.35,OK
2024-02-19 14:00:00,40.03,OK,null,OS,null,OS,1.18,OK,14.22,OK,16.25,OK
2024-02-19 15:00:00,41.53,OK,null,OS,null,OS,1.09,OK,19.86,OK,10.3,OK
2024-02-19 16:00:00,37.49,OK,null,OS,null,OS,1.13,OK,18.94,OK,8.58,OK
2024-02-19 17:00:00,22.23,OK,null,OS,null,OS,1.35,OK,24.82,OK,10.62,OK
2024-02-19 18:00:00,4.03,OK,null,OS,null,OS,1.62,OK,44.23,OK,8.2,OK
2024-02-19 19:00:00,4.0,OK,null,OS,null,OS,1.63,OK,40.37,OK,0.66,BDL
2024-02-19 20:00:00,0.42,BDL,null,OS,null,OS,2.09,OK,41.32,OK,4.26,OK
2024-02-19 21:00:00,0.48,BDL,null,OS,null,OS,2.26,OK,57.07,OK,35.11,OK
2024-02-19 22:00:00,0.57,BDL,null,OS,null,OS,2.14,OK,45.79,OK,32.63,OK
2024-02-19 23:00:00,8.41,OK,null,OS,null,OS,1.15,OK,44.39,OK,20.96,OK
2024-02-20 00:00:00,13.5,OK,null,OS,null,OS,1.03,OK,19.44,OK,14.67,OK
2024-02-20 01:00:00,11.78,OK,null,OS,null,OS,1.0,OK,10.45,OK,6.76,OK
2024-02-20 02:00:00,11.74,OK,null,OS,null,OS,0.97,OK,5.72,OK,0.81,BDL
2024-02-20 03:00:00,15.14,OK,null,OS,null,OS,0.96,OK,2.69,BDL,-1.08,BDL
2024-02-20 04:00:00,18.59,OK,null,OS,null,OS,0.99,OK,-0.21,BDL,-6.79,OR
2024-02-20 05:00:00,3.57,OK,null,OS,null,OS,1.26,OK,10.15,OK,-8.35,OR
2024-02-20 06:00:00,3.44,OK,null,OS,null,OS,1.64,OK,30.96,OK,-1.99,BDL
2024-02-20 07:00:00,11.68,OK,null,OS,null,OS,1.41,OK,32.27,OK,-2.48,BDL
2024-02-20 08:00:00,26.24,OK,null,OS,null,OS,1.11,OK,39.27,OK,-0.86,BDL
2024-02-20 09:00:00,34.67,OK,null,OS,null,OS,1.07,OK,28.26,OK,20.9,OK
2024-02-20 10:00:00,40.88,OK,null,OS,null,OS,1.05,OK,23.27,OK,19.79,OK
2024-02-20 11:00:00,44.81,OK,null,OS,null,OS,1.09,OK,12.93,OK,18.43,OK
2024-02-20 12:00:00,48.34,OK,null,OS,null,OS,1.14,OK,6.61,OK,25.07,OK
2024-02-20 13:00:00,51.21,OK,null,OS,null,OS,1.11,OK,16.46,OK,20.46,OK
2024-02-20 14:00:00,49.18,OK,null,OS,null,OS,1.13,OK,10.32,OK,17.7,OK
2024-02-20 15:00:00,47.36,OK,null,OS,null,OS,1.14,OK,18.43,OK,9.31,OK
2024-02-20 16:00:00,39.47,OK,null,OS,null,OS,1.28,OK,21.0,OK,17.87,OK
2024-02-20 17:00:00,25.84,OK,null,OS,null,OS,1.36,OK,20.28,OK,10.72,OK
2024-02-20 18:00:00,12.45,OK,null,OS,null,OS,1.56,OK,21.31,OK,3.29,BDL
2024-02-20 19:00:00,1.24,OK,null,OS,null,OS,1.9,OK,48.41,OK,-0.04,BDL
2024-02-20 20:00:00,3.14,OK,null,OS,null,OS,2.37,OK,58.39,OK,9.44,OK
2024-02-20 21:00:00,4.34,OK,null,OS,null,OS,2.17,OK,32.24,OK,6.35,OK
2024-02-20 22:00:00,1.98,OK,null,OS,null,OS,2.61,OK,35.89,OK,-0.21,BDL
2024-02-20 23:00:00,1.61,OK,null,OS,null,OS,2.8,OK,47.2,OK,25.56,OK
2024-02-21 00:00:00,1.08,OK,null,OS,null,OS,2.84,OK,67.21,OK,47.38,OK
2024-02-21 01:00:00,1.08,OK,null,OS,null,OS,2.29,OK,64.41,OK,26.89,OK
2024-02-21 02:00:00,7.23,OK,null,OS,null,OS,1.15,OK,30.12,OK,11.28,OK
2024-02-21 03:00:00,18.66,OK,null,OS,null,OS,1.01,OK,6.18,OK,11.1,OK
2024-02-21 04:00:00,14.07,OK,null,OS,null,OS,1.03,OK,8.8,OK,2.28,BDL
2024-02-21 05:00:00,0.5,BDL,null,OS,null,OS,1.19,OK,14.11,OK,0.0,BDL
2024-02-21 06:00:00,1.13,OK,null,OS,null,OS,1.76,OK,38.53,OK,5.81,OK
2024-02-21 07:00:00,16.61,OK,null,OS,null,OS,1.44,OK,43.37,OK,-0.32,BDL
2024-02-21 08:00:00,29.99,OK,null,OS,null,OS,1.11,OK,34.24,OK,3.22,BDL
2024-02-21 09:00:00,30.59,OK,null,OS,null,OS,1.13,OK,21.34,OK,18.25,OK
2024-02-21 10:00:00,35.75,OK,null,OS,null,OS,1.07,OK,9.88,OK,10.46,OK
2024-02-21 11:00:00,34.11,OK,null,OS,null,OS,1.12,OK,8.21,OK,13.73,OK
2024-02-21 12:00:00,36.26,OK,null,OS,null,OS,1.08,OK,15.86,OK,12.09,OK
2024-02-21 13:00:00,36.28,OK,null,OS,null,OS,1.09,OK,7.8,OK,4.83,OK
2024-02-21 14:00:00,34.51,OK,null,OS,null,OS,1.11,OK,11.36,OK,15.13,OK
2024-02-21 15:00:00,31.96,OK,null,OS,null,OS,1.14,OK,23.21,OK,6.38,OK
2024-02-21 16:00:00,26.14,OK,null,OS,null,OS,1.2,OK,14.58,OK,9.5,OK
2024-02-21 17:00:00,15.67,OK,null,OS,null,OS,1.44,OK,18.76,OK,7.58,OK
2024-02-21 18:00:00,8.86,OK,null,OS,null,OS,1.49,OK,22.64,OK,6.26,OK
2024-02-21 19:00:00,12.92,OK,null,OS,null,OS,1.32,OK,28.9,OK,5.48,OK
2024-02-21 20:00:00,15.58,OK,null,OS,null,OS,1.26,OK,17.55,OK,7.07,OK
2024-02-21 21:00:00,13.55,OK,null,OS,null,OS,1.14,OK,25.14,OK,6.47,OK
2024-02-21 22:00:00,19.82,OK,null,OS,null,OS,1.05,OK,12.68,OK,8.64,OK
2024-02-21 23:00:00,15.07,OK,null,OS,null,OS,1.08,OK,13.36,OK,4.85,OK
2024-02-22 00:00:00,14.62,OK,null,OS,null,OS,1.08,OK,14.79,OK,6.48,OK
2024-02-22 01:00:00,7.81,OK,null,OS,null,OS,1.11,OK,11.2,OK,6.36,OK
2024-02-22 02:00:00,10.05,OK,null,OS,null,OS,1.01,OK,5.68,OK,4.78,OK
2024-02-22 03:00:00,10.13,OK,null,OS,null,OS,1.0,OK,0.3,BDL,0.89,BDL
2024-02-22 04:00:00,2.95,OK,null,OS,null,OS,1.02,OK,6.07,OK,-0.03,BDL
2024-02-22 05:00:00,2.55,OK,null,OS,null,OS,1.1,OK,7.32,OK,-0.49,BDL
2024-02-22 06:00:00,1.06,OK,null,OS,null,OS,1.45,OK,18.24,OK,-3.16,BDL
2024-02-22 07:00:00,5.88,OK,null,OS,null,OS,1.41,OK,24.77,OK,-3.86,BDL
2024-02-22 08:00:00,12.66,OK,null,OS,null,OS,1.28,OK,35.8,OK,1.05,BDL
2024-02-22 09:00:00,20.88,OK,null,OS,null,OS,1.22,OK,33.31,OK,22.95,OK
2024-02-22 10:00:00,29.09,OK,null,OS,null,OS,1.2,OK,23.89,OK,5.26,OK
2024-02-22 11:00:00,34.7,OK,null,OS,null,OS,1.19,OK,14.54,OK,30.94,OK
2024-02-22 12:00:00,37.36,OK,null,OS,null,OS,1.1,OK,20.08,OK,13.67,OK
2024-02-22 13:00:00,38.04,OK,null,OS,null,OS,1.19,OK,14.15,OK,15.57,OK
2024-02-22 14:00:00,47.4,OK,null,OS,null,OS,1.1,OK,6.72,OK,9.13,OK
2024-02-22 15:00:00,44.49,OK,null,OS,null,OS,1.06,OK,17.19,OK,20.46,OK
2024-02-22 16:00:00,34.57,OK,null,OS,null,OS,1.18,OK,14.04,OK,13.46,OK
2024-02-22 17:00:00,20.33,OK,null,OS,null,OS,1.28,OK,20.76,OK,8.43,OK
2024-02-22 18:00:00,21.07,OK,null,OS,null,OS,1.2,OK,27.97,OK,4.48,OK
2024-02-22 19:00:00,17.63,OK,null,OS,null,OS,1.25,OK,21.73,OK,0.43,BDL
2024-02-22 20:00:00,19.58,OK,null,OS,null,OS,1.22,OK,19.91,OK,4.05,OK
2024-02-22 21:00:00,15.19,OK,null,OS,null,OS,1.15,OK,18.59,OK,1.08,BDL
2024-02-22 22:00:00,14.01,OK,null,OS,null,OS,1.15,OK,24.56,OK,-0.49,BDL
2024-02-22 23:00:00,19.94,OK,null,OS,null,OS,1.07,OK,12.05,OK,4.95,OK
2024-02-23 00:00:00,22.31,OK,null,OS,null,OS,1.03,OK,7.36,OK,3.6,BDL
2024-02-23 01:00:00,14.05,OK,null,OS,null,OS,1.07,OK,12.39,OK,3.86,BDL
2024-02-23 02:00:00,6.51,OK,null,OS,null,OS,1.06,OK,17.82,OK,9.29,OK
2024-02-23 03:00:00,16.64,OK,null,OS,null,OS,1.06,OK,17.88,OK,18.09,OK
2024-02-23 04:00:00,17.44,OK,null,OS,null,OS,1.08,OK,13.39,OK,13.64,OK
2024-02-23 05:00:00,3.83,OK,null,OS,null,OS,1.23,OK,13.75,OK,6.86,OK
2024-02-23 06:00:00,1.47,OK,null,OS,null,OS,1.76,OK,30.63,OK,8.0,OK
2024-02-23 07:00:00,1.22,OK,null,OS,null,OS,2.23,OK,57.5,OK,8.92,OK
2024-02-23 08:00:00,4.33,OK,null,OS,null,OS,2.14,OK,67.3,OK,16.83,OK
2024-02-23 09:00:00,8.17,OK,null,OS,null,OS,1.7,OK,41.97,OK,17.98,OK
2024-02-23 10:00:00,11.43,OK,null,OS,null,OS,1.71,OK,53.94,OK,17.84,OK
2024-02-23 11:00:00,17.96,OK,null,OS,null,OS,1.68,OK,56.47,OK,14.46,OK
2024-02-23 12:00:00,29.48,OK,null,OS,null,OS,1.25,OK,31.68,OK,19.17,OK
2024-02-23 13:00:00,33.59,OK,null,OS,null,OS,1.23,OK,16.78,OK,11.5,OK
2024-02-23 14:00:00,25.15,OK,null,OS,null,OS,1.03,OK,9.43,OK,9.58,OK
2024-02-23 15:00:00,40.07,OK,null,OS,null,OS,0.35,OK,23.23,OK,10.01,OK
2024-02-23 16:00:00,33.6,OK,null,OS,null,OS,0.48,OK,30.93,OK,12.68,OK
2024-02-23 17:00:00,13.1,OK,null,OS,null,OS,0.72,OK,23.23,OK,18.68,OK
2024-02-23 18:00:00,0.77,BDL,null,OS,null,OS,1.34,OK,54.88,OK,11.25,OK
2024-02-23 19:00:00,0.81,BDL,null,OS,null,OS,1.36,OK,76.87,OK,17.7,OK
2024-02-23 20:00:00,4.25,OK,null,OS,null,OS,0.73,OK,56.66,OK,15.92,OK
2024-02-23 21:00:00,2.27,OK,null,OS,null,OS,0.8,OK,46.19,OK,22.86,OK
2024-02-23 22:00:00,1.9,OK,null,OS,null,OS,0.84,OK,40.81,OK,7.84,OK
2024-02-23 23:00:00,2.68,OK,null,OS,null,OS,0.55,OK,37.57,OK,11.67,OK
2024-02-24 00:00:00,3.4,OK,null,OS,null,OS,0.36,OK,35.0,OK,13.12,OK
2024-02-24 01:00:00,10.58,OK,null,OS,null,OS,0.23,OK,16.42,OK,8.56,OK
2024-02-24 02:00:00,13.06,OK,null,OS,null,OS,0.19,OK,6.79,OK,2.54,BDL
2024-02-24 03:00:00,8.62,OK,null,OS,null,OS,0.23,OK,4.69,OK,0.41,BDL
2024-02-24 04:00:00,10.27,OK,null,OS,null,OS,0.24,OK,5.81,OK,-2.95,BDL
2024-02-24 05:00:00,16.28,OK,null,OS,null,OS,0.21,OK,5.34,OK,-9.71,OR
2024-02-24 06:00:00,16.38,OK,null,OS,null,OS,0.26,OK,12.28,OK,-5.19,OR
2024-02-24 07:00:00,15.58,OK,null,OS,null,OS,0.39,OK,15.35,OK,-1.14,BDL
2024-02-24 08:00:00,25.6,OK,null,OS,null,OS,0.38,OK,25.82,OK,-2.71,BDL
2024-02-24 09:00:00,36.35,OK,null,OS,null,OS,0.25,OK,23.99,OK,22.85,OK
2024-02-24 10:00:00,45.83,OK,null,OS,null,OS,0.2,OK,21.72,OK,17.85,OK
2024-02-24 11:00:00,53.49,OK,null,OS,null,OS,0.18,OK,11.41,OK,14.81,OK
2024-02-24 12:00:00,57.07,OK,null,OS,null,OS,0.21,OK,5.03,OK,18.63,OK
2024-02-24 13:00:00,65.47,OK,null,OS,null,OS,0.32,OK,5.24,OK,17.68,OK
2024-02-24 14:00:00,69.29,OK,null,OS,null,OS,0.3,OK,18.46,OK,22.98,OK
2024-02-24 15:00:00,54.4,OK,null,OS,null,OS,0.26,OK,13.96,OK,18.06,OK
2024-02-24 16:00:00,41.93,OK,null,OS,null,OS,0.36,OK,14.91,OK,6.73,OK
2024-02-24 17:00:00,25.08,OK,null,OS,null,OS,0.57,OK,14.69,OK,13.36,OK
2024-02-24 18:00:00,18.61,OK,null,OS,null,OS,0.56,OK,30.99,OK,4.76,OK
2024-02-24 19:00:00,17.14,OK,null,OS,null,OS,0.59,OK,27.12,OK,0.68,BDL
2024-02-24 20:00:00,13.11,OK,null,OS,null,OS,0.64,OK,26.29,OK,5.83,OK
2024-02-24 21:00:00,10.01,OK,null,OS,null,OS,0.7,OK,50.65,OK,19.42,OK
